Genome,Genome ID,Accession,BRC ID,RefSeq Locus Tag,Alt Locus Tag,Feature ID,Annotation,Feature Type,Start,End,Length,Strand,FIGfam ID,PATRIC genus-specific families (PLfams),PATRIC cross-genus families (PGfams),Protein ID,AA Length,Gene Symbol,Product,GO
"Yersinia pestis CO92","214092.21","NC_003143","fig|214092.21.peg.406","YPO0174","VBIYerPes7843_0406","PATRIC.214092.21.NC_003143.CDS.192920.195040.rev","PATRIC","CDS",192920,195040,2121,"-","FIG01219691","PLF_629_00002162","PGF_00408955","YP_002345258.1",706,,"Uncharacterized protein YhfK",
"Yersinia pestis CO92","214092.21","NC_003143","fig|214092.21.peg.2041","YPO1692","VBIYerPes7843_2041","PATRIC.214092.21.NC_003143.CDS.1929718.1930740.rev","PATRIC","CDS",1929718,1930740,1023,"-","FIG01306568","PLF_629_00000003","PGF_01000105","YP_002346695.1",340,"y1093","Mobile element protein",
"Yersinia pestis CO92","214092.21","NC_003143","fig|214092.21.peg.2042",,"VBIYerPes7843_2042","PATRIC.214092.21.NC_003143.CDS.1930754.1930879.rev","PATRIC","CDS",1930754,1930879,126,"-","FIG00638284","PLF_629_00042392","PGF_07703055",,41,,"hypothetical protein",
"Yersinia pestis CO92","214092.21","NC_003143","fig|214092.21.peg.2043","YPO1693","VBIYerPes7843_2043","PATRIC.214092.21.NC_003143.CDS.1931147.1931536.fwd","PATRIC","CDS",1931147,1931536,390,"+","FIG01220347","PLF_629_00000113","PGF_08225224","YP_002346696.1",129,,"hypothetical protein",
"Yersinia pestis CO92","214092.21","NC_003143","fig|214092.21.peg.2044","YPO1694","VBIYerPes7843_2044","PATRIC.214092.21.NC_003143.CDS.1931646.1931885.rev","PATRIC","CDS",1931646,1931885,240,"-","FIG01220874","PLF_629_00002334","PGF_03300017","YP_002346697.1",79,,"hypothetical protein",
"Yersinia pestis CO92","214092.21","NC_003143","fig|214092.21.peg.2045","YPO1695","VBIYerPes7843_2045","PATRIC.214092.21.NC_003143.CDS.1932093.1933082.rev","PATRIC","CDS",1932093,1933082,990,"-","FIG00003342","PLF_629_00002332","PGF_00052132","YP_002346698.1",329,,"Sigma-fimbriae tip adhesin",
"Yersinia pestis CO92","214092.21","NC_003143","fig|214092.21.peg.2046","YPO1696","VBIYerPes7843_2046","PATRIC.214092.21.NC_003143.CDS.1933288.1935735.rev","PATRIC","CDS",1933288,1935735,2448,"-","FIG00007826","PLF_629_00002356","PGF_00052144","YP_002346699.1",815,,"Sigma-fimbriae usher protein",
"Yersinia pestis CO92","214092.21","NC_003143","fig|214092.21.peg.2047","YPO1697","VBIYerPes7843_2047","PATRIC.214092.21.NC_003143.CDS.1935923.1936675.rev","PATRIC","CDS",1935923,1936675,753,"-","FIG00011408","PLF_629_00002268","PGF_00052128","YP_002346700.1",250,,"Sigma-fimbriae chaperone protein",
"Yersinia pestis CO92","214092.21","NC_003143","fig|214092.21.peg.2048","YPO1698","VBIYerPes7843_2048","PATRIC.214092.21.NC_003143.CDS.1936706.1936957.rev","PATRIC","CDS",1936706,1936957,252,"-",,"PLF_629_00002394","PGF_00052142","YP_002346701.1",83,,"Sigma-fimbriae uncharacterized subunit",
"Yersinia pestis CO92","214092.21","NC_003143","fig|214092.21.peg.2049",,"VBIYerPes7843_2049","PATRIC.214092.21.NC_003143.CDS.1937010.1937240.fwd","PATRIC","CDS",1937010,1937240,231,"+","FIG01220474","PLF_629_00004046","PGF_03932026",,76,,"hypothetical protein",
"Yersinia pestis CO92","214092.21","NC_003143","fig|214092.21.peg.2050","YPO1699","VBIYerPes7843_2050","PATRIC.214092.21.NC_003143.CDS.1937284.1937775.rev","PATRIC","CDS",1937284,1937775,492,"-","FIG01296411","PLF_629_00002381","PGF_00052139","YP_002346702.1",163,,"Sigma-fimbriae uncharacterized paralogous subunit",
"Yersinia pestis CO92","214092.21","NC_003143","fig|214092.21.peg.2051","YPO1700","VBIYerPes7843_2051","PATRIC.214092.21.NC_003143.CDS.1937820.1938374.rev","PATRIC","CDS",1937820,1938374,555,"-","FIG01296411","PLF_629_00002382","PGF_00052139","YP_002346703.1",184,,"Sigma-fimbriae uncharacterized paralogous subunit",
"Yersinia pestis CO92","214092.21","NC_003143","fig|214092.21.peg.2052","YPO1701","VBIYerPes7843_2052","PATRIC.214092.21.NC_003143.CDS.1938853.1941504.rev","PATRIC","CDS",1938853,1941504,2652,"-","FIG00001192","PLF_629_00000110","PGF_12712284","YP_002346704.1",883,,"Uncharacterized protein YebT",
"Yersinia pestis CO92","214092.21","NC_003143","fig|214092.21.peg.2053","YPO1702","VBIYerPes7843_2053","PATRIC.214092.21.NC_003143.CDS.1941473.1942546.rev","PATRIC","CDS",1941473,1942546,1074,"-","FIG00018330","PLF_629_00000116","PGF_12712733","YP_002346705.1",357,"yebS","Inner membrane protein YebS",
"Yersinia pestis CO92","214092.21","NC_003143","fig|214092.21.peg.2054","YPO1703","VBIYerPes7843_2054","PATRIC.214092.21.NC_003143.CDS.1942952.1943449.fwd","PATRIC","CDS",1942952,1943449,498,"+","FIG00877804","PLF_629_00000132","PGF_05117700","YP_002346706.1",165,,"Free methionine-(R)-sulfoxide reductase, contains GAF domain",
"Yersinia pestis CO92","214092.21","NC_003143","fig|214092.21.peg.2055","YPO1704","VBIYerPes7843_2055","PATRIC.214092.21.NC_003143.CDS.1943545.1944258.fwd","PATRIC","CDS",1943545,1944258,714,"+","FIG00003164","PLF_629_00000122","PGF_00036688","YP_002346707.1",237,"proQ","RNA chaperone ProQ",
"Yersinia pestis CO92","214092.21","NC_003143","fig|214092.21.peg.2056","YPO1705","VBIYerPes7843_2056","PATRIC.214092.21.NC_003143.CDS.1944278.1946350.fwd","PATRIC","CDS",1944278,1946350,2073,"+","FIG00001779","PLF_629_00000120","PGF_01455467","YP_002346708.1",690,"prc","Tail-specific protease precursor (EC 3.4.21.102)",
"Yersinia pestis CO92","214092.21","NC_003143","fig|214092.21.peg.2057","YPO1706","VBIYerPes7843_2057","PATRIC.214092.21.NC_003143.CDS.1946824.1947705.fwd","PATRIC","CDS",1946824,1947705,882,"+","FIG00553549","PLF_629_00000128","PGF_00037828","YP_002346709.1",293,"htpX","Protease HtpX",
"Yersinia pestis CO92","214092.21","NC_003143","fig|214092.21.peg.2058","YPO1707","VBIYerPes7843_2058","PATRIC.214092.21.NC_003143.CDS.1948363.1948905.fwd","PATRIC","CDS",1948363,1948905,543,"+","FIG01200825","PLF_629_00002390","PGF_00040858","YP_002346710.1",180,,"Putative fimbrial protein",
"Yersinia pestis CO92","214092.21","NC_003143","fig|214092.21.peg.2059","YPO1708","VBIYerPes7843_2059","PATRIC.214092.21.NC_003143.CDS.1949151.1949837.fwd","PATRIC","CDS",1949151,1949837,687,"+","FIG01371125","PLF_629_00002407","PGF_00040413","YP_002346711.1",228,"ecpD","Putative chaperone protein",
"Yersinia pestis CO92","214092.21","NC_003143","fig|214092.21.peg.2060","YPO1709","VBIYerPes7843_2060","PATRIC.214092.21.NC_003143.CDS.1949919.1952531.fwd","PATRIC","CDS",1949919,1952531,2613,"+","FIG01355965","PLF_629_00007701","PGF_01036224","YP_002346712.1",870,"htrE","Putative outer membrane fimbrial usher porin precursor",
"Yersinia pestis CO92","214092.21","NC_003143","fig|214092.21.peg.407","YPO0175","VBIYerPes7843_0407","PATRIC.214092.21.NC_003143.CDS.195126.195758.rev","PATRIC","CDS",195126,195758,633,"-","FIG00138461","PLF_629_00001933","PGF_00419891","YP_002345259.1",210,"crp","Cyclic AMP receptor protein","GO:0003700|transcription factor activity;GO:0005622|intracellular"
"Yersinia pestis CO92","214092.21","NC_003143","fig|214092.21.peg.2061","YPO1710","VBIYerPes7843_2061","PATRIC.214092.21.NC_003143.CDS.1952528.1953691.fwd","PATRIC","CDS",1952528,1953691,1164,"+","FIG01316810","PLF_629_00002366","PGF_03931518","YP_002346713.1",387,,"Putative fimbrial componenet",
"Yersinia pestis CO92","214092.21","NC_003143","fig|214092.21.peg.2062","YPO1711","VBIYerPes7843_2062","PATRIC.214092.21.NC_003143.CDS.1953688.1954491.fwd","PATRIC","CDS",1953688,1954491,804,"+","FIG01371125","PLF_629_00002408","PGF_03931524","YP_002346714.1",267,,"Putative chaperone protein",
"Yersinia pestis CO92","214092.21","NC_003143","fig|214092.21.peg.2063","YPO1712","VBIYerPes7843_2063","PATRIC.214092.21.NC_003143.CDS.1954545.1955912.rev","PATRIC","CDS",1954545,1955912,1368,"-","FIG00453115","PLF_629_00002370","PGF_01003614","YP_002346715.1",455,,"Uncharacterized transporter YebQ, major facilitator superfamily (MFS)",
"Yersinia pestis CO92","214092.21","NC_003143","fig|214092.21.peg.2064","YPO1713","VBIYerPes7843_2064","PATRIC.214092.21.NC_003143.CDS.1956239.1957405.fwd","PATRIC","CDS",1956239,1957405,1167,"+","FIG00014612","PLF_629_00000140","PGF_00026893","YP_002346716.1",388,"ogl","Oligogalacturonate lyase (EC 4.2.2.6)",
"Yersinia pestis CO92","214092.21","NC_003143","fig|214092.21.peg.2065","YPO1714","VBIYerPes7843_2065","PATRIC.214092.21.NC_003143.CDS.1957592.1958383.fwd","PATRIC","CDS",1957592,1958383,792,"+","FIG00096162","PLF_629_00000134","PGF_00058575","YP_002346717.1",263,"kdgR","Transcriptional regulator KdgR, KDG operon repressor",
"Yersinia pestis CO92","214092.21","NC_003143","fig|214092.21.peg.2066","YPO1715","VBIYerPes7843_2066","PATRIC.214092.21.NC_003143.CDS.1958768.1959619.fwd","PATRIC","CDS",1958768,1959619,852,"+","FIG00001385","PLF_629_00020782","PGF_00023883","YP_002346718.1",283,,"N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28) @ 1,6-anhydro-N-acetylmuramyl-L-alanine amidase","GO:0008745|N-acetylmuramoyl-L-alanine amidase activity"
"Yersinia pestis CO92","214092.21","NC_003143","fig|214092.21.peg.2067","YPO1716","VBIYerPes7843_2067","PATRIC.214092.21.NC_003143.CDS.1959834.1961225.rev","PATRIC","CDS",1959834,1961225,1392,"-","FIG00003381","PLF_629_00000121","PGF_06132116","YP_002346719.1",463,"gltP","L-cystine uptake protein TcyP, sodium:anion symporter family",
"Yersinia pestis CO92","214092.21","NC_003143","fig|214092.21.peg.408","YPO0176","VBIYerPes7843_0408","PATRIC.214092.21.NC_003143.CDS.196094.196501.fwd","PATRIC","CDS",196094,196501,408,"+","FIG00948612","PLF_629_00000911","PGF_03837024","YP_002345260.1",135,,"Protein YhfA",
"Yersinia pestis CO92","214092.21","NC_003143","fig|214092.21.peg.2068","YPO1717","VBIYerPes7843_2068","PATRIC.214092.21.NC_003143.CDS.1961429.1961977.rev","PATRIC","CDS",1961429,1961977,549,"-","FIG01220037","PLF_629_00000136","PGF_00020195","YP_002346720.1",182,"ydjM","Membrane-bound metal-dependent hydrolase YdjM, induced during SOS response",
"Yersinia pestis CO92","214092.21","NC_003143","fig|214092.21.peg.2069","YPO1718","VBIYerPes7843_2069","PATRIC.214092.21.NC_003143.CDS.1962457.1963167.rev","PATRIC","CDS",1962457,1963167,711,"-","FIG01304281","PLF_629_00000154","PGF_00026895","YP_002346721.1",236,,"Oligogalacturonate-specific porin protein KdgM",
"Yersinia pestis CO92","214092.21","NC_003143","fig|214092.21.peg.2070","YPO1719","VBIYerPes7843_2070","PATRIC.214092.21.NC_003143.CDS.1963465.1964757.rev","PATRIC","CDS",1963465,1964757,1293,"-","FIG00732252","PLF_629_00000165","PGF_07870324","YP_002346722.1",430,,"ABC transporter, substrate-binding protein (cluster 1, maltose/g3p/polyamine/iron)",
"Yersinia pestis CO92","214092.21","NC_003143","fig|214092.21.peg.2071","YPO1720","VBIYerPes7843_2071","PATRIC.214092.21.NC_003143.CDS.1964773.1965900.rev","PATRIC","CDS",1964773,1965900,1128,"-","FIG01286525","PLF_629_00000129","PGF_03097747","YP_002346723.1",375,,"ABC transporter, ATP-binding protein (cluster 1, maltose/g3p/polyamine/iron); ABC transporter, ATP-binding protein (cluster 10, nitrate/sulfonate/bicarbonate)",
"Yersinia pestis CO92","214092.21","NC_003143","fig|214092.21.peg.2072","YPO1721","VBIYerPes7843_2072","PATRIC.214092.21.NC_003143.CDS.1965914.1966834.rev","PATRIC","CDS",1965914,1966834,921,"-","FIG01358029","PLF_629_00000148","PGF_10552060","YP_002346724.1",306,,"ABC transporter, permease protein 2 (cluster 1, maltose/g3p/polyamine/iron)",
"Yersinia pestis CO92","214092.21","NC_003143","fig|214092.21.peg.409","YPO0177","VBIYerPes7843_0409","PATRIC.214092.21.NC_003143.CDS.196606.197004.fwd","PATRIC","CDS",196606,197004,399,"+","FIG00627100","PLF_629_00004250","PGF_03932160","YP_002345261.1",132,,"Putative membrane protein precursor",
"Yersinia pestis CO92","214092.21","NC_003143","fig|214092.21.peg.2073","YPO1722","VBIYerPes7843_2073","PATRIC.214092.21.NC_003143.CDS.1966827.1967717.rev","PATRIC","CDS",1966827,1967717,891,"-","FIG00613091","PLF_629_00000187","PGF_02876233","YP_002346725.1",296,,"ABC transporter, permease protein 1 (cluster 1, maltose/g3p/polyamine/iron)",
"Yersinia pestis CO92","214092.21","NC_003143","fig|214092.21.peg.2074","YPO1723","VBIYerPes7843_2074","PATRIC.214092.21.NC_003143.CDS.1967758.1969425.rev","PATRIC","CDS",1967758,1969425,1668,"-","FIG00014887","PLF_629_00000143","PGF_00425105","YP_002346726.1",555,"kdgC","Exopolygalacturonate lyase (EC 4.2.2.9)",
"Yersinia pestis CO92","214092.21","NC_003143","fig|214092.21.peg.2075","YPO1724","VBIYerPes7843_2075","PATRIC.214092.21.NC_003143.CDS.1969761.1970522.rev","PATRIC","CDS",1969761,1970522,762,"-","FIG00043852","PLF_629_00001504","PGF_00061907","YP_002346727.1",253,"kduD1","2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase (EC 1.1.1.127) @ 2-deoxy-D-gluconate 3-dehydrogenase (EC 1.1.1.125)","GO:0047001|2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase activity;GO:0008678|2-deoxy-D-gluconate 3-dehydrogenase activity"
"Yersinia pestis CO92","214092.21","NC_003143","fig|214092.21.peg.233","YPO0013","VBIYerPes7843_0233","PATRIC.214092.21.NC_003143.CDS.19702.20289.rev","PATRIC","CDS",19702,20289,588,"-","FIG00000902","PLF_629_00000498","PGF_02230794","YP_002345109.1",195,"mobA","Molybdenum cofactor guanylyltransferase (EC 2.7.7.77)","GO:0061603|molybdenum cofactor guanylyltransferase activity"
"Yersinia pestis CO92","214092.21","NC_003143","fig|214092.21.peg.2076","YPO1725","VBIYerPes7843_2076","PATRIC.214092.21.NC_003143.CDS.1970614.1971450.rev","PATRIC","CDS",1970614,1971450,837,"-","FIG00003227","PLF_629_00000131","PGF_00423470","YP_002346728.1",278,"kduI","4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase (EC 5.3.1.17)",
"Yersinia pestis CO92","214092.21","NC_003143","fig|214092.21.peg.2077",,"VBIYerPes7843_2077","PATRIC.214092.21.NC_003143.CDS.1971786.1972136.fwd","PATRIC","CDS",1971786,1972136,351,"+","FIG00091347","PLF_629_00001995","PGF_00030148",,116,,"Pectin degradation protein KdgF",
"Yersinia pestis CO92","214092.21","NC_003143","fig|214092.21.peg.410","YPO0178","VBIYerPes7843_0410","PATRIC.214092.21.NC_003143.CDS.197182.198051.rev","PATRIC","CDS",197182,198051,870,"-","FIG00002686","PLF_629_00001328","PGF_00033982","YP_002345262.1",289,"prk","Phosphoribulokinase homolog, function unknown",
"Yersinia pestis CO92","214092.21","NC_003143","fig|214092.21.peg.2078","YPO1727","VBIYerPes7843_2078","PATRIC.214092.21.NC_003143.CDS.1972184.1973392.fwd","PATRIC","CDS",1972184,1973392,1209,"+","FIG01306568","PLF_629_00000006","PGF_01000105","YP_002346729.1",402,"y1062","Mobile element protein",
"Yersinia pestis CO92","214092.21","NC_003143","fig|214092.21.peg.2079",,"VBIYerPes7843_2079","PATRIC.214092.21.NC_003143.CDS.1973867.1974754.fwd","PATRIC","CDS",1973867,1974754,888,"+","FIG01219694","PLF_629_00004423","PGF_00039776",,295,,"Putative ThuR, regulatory protein for trehalosemaltose transport",
"Yersinia pestis CO92","214092.21","NC_003143","fig|214092.21.peg.2080","YPO1729","VBIYerPes7843_2080","PATRIC.214092.21.NC_003143.CDS.1974768.1975790.fwd","PATRIC","CDS",1974768,1975790,1023,"+","FIG01306568","PLF_629_00000003","PGF_01000105","YP_002346730.1",340,"y1093","Mobile element protein",
"Yersinia pestis CO92","214092.21","NC_003143","fig|214092.21.peg.2081","YPO1730","VBIYerPes7843_2081","PATRIC.214092.21.NC_003143.CDS.1975790.1976569.fwd","PATRIC","CDS",1975790,1976569,780,"+","FIG01306568","PLF_629_00000004","PGF_01000105","YP_002346731.1",259,,"Mobile element protein",
"Yersinia pestis CO92","214092.21","NC_003143","fig|214092.21.peg.2082",,"VBIYerPes7843_2082","PATRIC.214092.21.NC_003143.CDS.1976585.1976842.fwd","PATRIC","CDS",1976585,1976842,258,"+","FIG01323048","PLF_629_00004041","PGF_00039776",,85,,"Putative ThuR, regulatory protein for trehalosemaltose transport",
"Yersinia pestis CO92","214092.21","NC_003143","fig|214092.21.peg.2083","YPO1732","VBIYerPes7843_2083","PATRIC.214092.21.NC_003143.CDS.1977238.1978050.rev","PATRIC","CDS",1977238,1978050,813,"-","FIG00732807","PLF_629_00000513","PGF_00037928","YP_002346732.1",270,,"Protein MtfA",
"Yersinia pestis CO92","214092.21","NC_003143","fig|214092.21.peg.2084","YPO1733","VBIYerPes7843_2084","PATRIC.214092.21.NC_003143.CDS.1978440.1978724.rev","PATRIC","CDS",1978440,1978724,285,"-","FIG01220397","PLF_629_00002253","PGF_08225224","YP_002346733.1",94,,"hypothetical protein",
"Yersinia pestis CO92","214092.21","NC_003143","fig|214092.21.peg.2085","YPO1734","VBIYerPes7843_2085","PATRIC.214092.21.NC_003143.CDS.1978961.1979812.rev","PATRIC","CDS",1978961,1979812,852,"-","FIG01219655","PLF_629_00000748","PGF_08225224","YP_002346734.1",283,,"hypothetical protein",
"Yersinia pestis CO92","214092.21","NC_003143","fig|214092.21.peg.2086","YPO1735","VBIYerPes7843_2086","PATRIC.214092.21.NC_003143.CDS.1979915.1981633.rev","PATRIC","CDS",1979915,1981633,1719,"-","FIG00017059","PLF_629_00002444","PGF_01462537","YP_002346735.1",572,,"Efflux ABC transporter, permease/ATP-binding protein YwjA",
"Yersinia pestis CO92","214092.21","NC_003143","fig|214092.21.peg.411","YPO0179","VBIYerPes7843_0411","PATRIC.214092.21.NC_003143.CDS.198200.198436.rev","PATRIC","CDS",198200,198436,237,"-","FIG01220866","PLF_629_00001480","PGF_00002132","YP_002345263.1",78,,"UPF0270 protein YheU",
"Yersinia pestis CO92","214092.21","NC_003143","fig|214092.21.peg.2087",,"VBIYerPes7843_2087","PATRIC.214092.21.NC_003143.CDS.1982122.1982262.fwd","PATRIC","CDS",1982122,1982262,141,"+","FIG01220905","PLF_629_00003393","PGF_00401737",,46,,"no significant database match found",
"Yersinia pestis CO92","214092.21","NC_003143","fig|214092.21.peg.2088","YPO1736","VBIYerPes7843_2088","PATRIC.214092.21.NC_003143.CDS.1982289.1982453.fwd","PATRIC","CDS",1982289,1982453,165,"+","FIG01056920","PLF_629_00005034","PGF_00408971","YP_002346736.1",54,,"putative membrane protein",
"Yersinia pestis CO92","214092.21","NC_003143","fig|214092.21.peg.2089","YPO1737","VBIYerPes7843_2089","PATRIC.214092.21.NC_003143.CDS.1982535.1982921.rev","PATRIC","CDS",1982535,1982921,387,"-","FIG01056146","PLF_629_00002480","PGF_10340420","YP_002346737.1",128,,"Transcriptional regulator, AraC family",
"Yersinia pestis CO92","214092.21","NC_003143","fig|214092.21.peg.2090",,"VBIYerPes7843_2090","PATRIC.214092.21.NC_003143.CDS.1983152.1983265.fwd","PATRIC","CDS",1983152,1983265,114,"+","FIG01221225","PLF_629_00002398","PGF_03931523",,37,,"hypothetical protein",
"Yersinia pestis CO92","214092.21","NC_003143","fig|214092.21.peg.2091","YPO1738","VBIYerPes7843_2091","PATRIC.214092.21.NC_003143.CDS.1983477.1983716.fwd","PATRIC","CDS",1983477,1983716,240,"+","FIG01220004","PLF_629_00001886","PGF_10548361","YP_002346738.1",79,,"hypothetical protein",
"Yersinia pestis CO92","214092.21","NC_003143","fig|214092.21.peg.2092","YPO1739","VBIYerPes7843_2092","PATRIC.214092.21.NC_003143.CDS.1983807.1984040.rev","PATRIC","CDS",1983807,1984040,234,"-","FIG00627100","PLF_629_00002192","PGF_00065658","YP_002346739.1",77,,"Uncharacterized protein YobH",
"Yersinia pestis CO92","214092.21","NC_003143","fig|214092.21.peg.412","YPO0180","VBIYerPes7843_0412","PATRIC.214092.21.NC_003143.CDS.198433.199413.rev","PATRIC","CDS",198433,199413,981,"-","FIG00001613","PLF_629_00001216","PGF_03126065","YP_002345264.1",326,,"Putative esterase YheT functionally coupled to phosphoribulokinase homolog",
"Yersinia pestis CO92","214092.21","NC_003143","fig|214092.21.peg.2093","YPO1740","VBIYerPes7843_2093","PATRIC.214092.21.NC_003143.CDS.1984638.1984898.fwd","PATRIC","CDS",1984638,1984898,261,"+","FIG00967246","PLF_629_00002563","PGF_00065488","YP_002346740.1",86,,"Uncharacterized protein YebO",
"Yersinia pestis CO92","214092.21","NC_003143","fig|214092.21.peg.2094","YPO1741","VBIYerPes7843_2094","PATRIC.214092.21.NC_003143.CDS.1985161.1985460.fwd","PATRIC","CDS",1985161,1985460,300,"+","FIG01220661","PLF_629_00002054","PGF_05809269","YP_002346741.1",99,,"hypothetical protein",
"Yersinia pestis CO92","214092.21","NC_003143","fig|214092.21.peg.2095","YPO1742","VBIYerPes7843_2095","PATRIC.214092.21.NC_003143.CDS.1985569.1985814.fwd","PATRIC","CDS",1985569,1985814,246,"+","FIG01221209","PLF_629_00002057","PGF_00087964","YP_002346742.1",81,,"hypothetical protein",
"Yersinia pestis CO92","214092.21","NC_003143","fig|214092.21.peg.2096","YPO1743","VBIYerPes7843_2096","PATRIC.214092.21.NC_003143.CDS.1985952.1987424.fwd","PATRIC","CDS",1985952,1987424,1473,"+","FIG00116138","PLF_629_00000792","PGF_00033073","YP_002346743.1",490,"aroP","Phenylalanine-specific permease",
"Yersinia pestis CO92","214092.21","NC_003143","fig|214092.21.peg.2097",,"VBIYerPes7843_2097","PATRIC.214092.21.NC_003143.CDS.1987585.1987710.fwd","PATRIC","CDS",1987585,1987710,126,"+",,"PLF_629_00007923","PGF_03933601",,41,,"hypothetical protein",
"Yersinia pestis CO92","214092.21","NC_003143","fig|214092.21.peg.2098","YPO1744","VBIYerPes7843_2098","PATRIC.214092.21.NC_003143.CDS.1987729.1988382.rev","PATRIC","CDS",1987729,1988382,654,"-","FIG00004938","PLF_629_00003249","PGF_00017057","YP_002346744.1",217,"pagP","Lipid A palmitoyltransferase PagP (EC 2.3.1.251)",
"Yersinia pestis CO92","214092.21","NC_003143","fig|214092.21.peg.2099",,"VBIYerPes7843_2099","PATRIC.214092.21.NC_003143.CDS.1988729.1988893.rev","PATRIC","CDS",1988729,1988893,165,"-","FIG01220918","PLF_629_00003530","PGF_03931763",,54,,"hypothetical protein",
"Yersinia pestis CO92","214092.21","NC_003143","fig|214092.21.peg.2100","YPO1745","VBIYerPes7843_2100","PATRIC.214092.21.NC_003143.CDS.1989330.1989446.fwd","PATRIC","CDS",1989330,1989446,117,"+","FIG00638284","PLF_629_00002165","PGF_00065657","YP_002346745.1",38,,"Uncharacterized protein YobF",
"Yersinia pestis CO92","214092.21","NC_003143","fig|214092.21.peg.2101","YPO1746","VBIYerPes7843_2101","PATRIC.214092.21.NC_003143.CDS.1989489.1989698.fwd","PATRIC","CDS",1989489,1989698,210,"+","FIG00001928","PLF_629_00002603","PGF_01542417","YP_002346746.1",69,"cspC","Cold shock protein of CSP family => CspC (naming convention as in E.coli)",
"Yersinia pestis CO92","214092.21","NC_003143","fig|214092.21.peg.2102","YPO1747","VBIYerPes7843_2102","PATRIC.214092.21.NC_003143.CDS.1989789.1990544.rev","PATRIC","CDS",1989789,1990544,756,"-","FIG01348339","PLF_629_00002077","PGF_05501316","YP_002346747.1",251,,"FIG00003370: Multicopper polyphenol oxidase",
"Yersinia pestis CO92","214092.21","NC_003143","fig|214092.21.peg.2103","YPO1748","VBIYerPes7843_2103","PATRIC.214092.21.NC_003143.CDS.1990939.1991778.fwd","PATRIC","CDS",1990939,1991778,840,"+","FIG00004986","PLF_629_00002022","PGF_07026465","YP_002346748.1",279,"rrmA","23S rRNA (guanine(745)-N(1))-methyltransferase (EC 2.1.1.187)","GO:0052911|23S rRNA (guanine(745)-N(1))-methyltransferase activity"
"Yersinia pestis CO92","214092.21","NC_003143","fig|214092.21.peg.2104","YPO1749","VBIYerPes7843_2104","PATRIC.214092.21.NC_003143.CDS.1992000.1992278.rev","PATRIC","CDS",1992000,1992278,279,"-","FIG01221186","PLF_629_00002160","PGF_03931501","YP_002346749.1",92,,"hypothetical protein",
"Yersinia pestis CO92","214092.21","NC_003143","fig|214092.21.peg.2105","YPO1750","VBIYerPes7843_2105","PATRIC.214092.21.NC_003143.CDS.1992646.1993668.fwd","PATRIC","CDS",1992646,1993668,1023,"+","FIG01306568","PLF_629_00000003","PGF_01000105","YP_002346750.1",340,"y1093","Mobile element protein",
"Yersinia pestis CO92","214092.21","NC_003143","fig|214092.21.peg.2106","YPO1751","VBIYerPes7843_2106","PATRIC.214092.21.NC_003143.CDS.1993668.1994447.fwd","PATRIC","CDS",1993668,1994447,780,"+","FIG01306568","PLF_629_00000004","PGF_01000105","YP_002346751.1",259,,"Mobile element protein",
"Yersinia pestis CO92","214092.21","NC_003143","fig|214092.21.peg.2107",,"VBIYerPes7843_2107","PATRIC.214092.21.NC_003143.CDS.1994498.1996540.rev","PATRIC","CDS",1994498,1996540,2043,"-","FIG01220810","PLF_629_00002500","PGF_03931533",,680,,"hypothetical protein",
"Yersinia pestis CO92","214092.21","NC_003143","fig|214092.21.peg.413","YPO0181","VBIYerPes7843_0413","PATRIC.214092.21.NC_003143.CDS.199515.200117.fwd","PATRIC","CDS",199515,200117,603,"+","FIG00731583","PLF_629_00001425","PGF_03950680","YP_002345265.1",200,,"Transporter, LysE family",
"Yersinia pestis CO92","214092.21","NC_003143","fig|214092.21.peg.2108",,"VBIYerPes7843_2108","PATRIC.214092.21.NC_003143.CDS.1996643.1996792.fwd","PATRIC","CDS",1996643,1996792,150,"+","FIG01228517","PLF_629_00007573","PGF_03933434",,49,,"hypothetical protein",
"Yersinia pestis CO92","214092.21","NC_003143","fig|214092.21.peg.2109",,"VBIYerPes7843_2109","PATRIC.214092.21.NC_003143.CDS.1996904.1997089.rev","PATRIC","CDS",1996904,1997089,186,"-","FIG00638284","PLF_629_00004276","PGF_03932177",,61,,"hypothetical protein",
"Yersinia pestis CO92","214092.21","NC_003143","fig|214092.21.peg.2110","YPO1753","VBIYerPes7843_2110","PATRIC.214092.21.NC_003143.CDS.1997094.1999175.fwd","PATRIC","CDS",1997094,1999175,2082,"+","FIG00057566","PLF_629_00000613","PGF_10317782","YP_002346752.1",693,"fcuA","Ferrichrome-iron receptor","GO:0004872|receptor activity;GO:0005215|transporter activity;GO:0006810|transport;GO:0016020|membrane"
"Yersinia pestis CO92","214092.21","NC_003143","fig|214092.21.peg.2111","YPO1754","VBIYerPes7843_2111","PATRIC.214092.21.NC_003143.CDS.1999336.1999905.rev","PATRIC","CDS",1999336,1999905,570,"-","FIG01056920","PLF_629_00000687","PGF_01442793","YP_002346753.1",189,"yebN","Putative manganese efflux pump MntP",
