Interactor A ID,Interactor A Type,Interactor A Desc,Domain A,Taxon ID A,Genome ID A,Genome Name A,RefSeq Locus Tag A,gene A,Interactor B ID,Interactor B Type,Interactor B Desc,Domain B,Taxon ID B,Genome ID B,Genome Name B,RefSeq Locus Tag B,gene B,Category,Interaction Type,Detection Method,Evidence,PMID,Source DB,Source ID,Score
"fig|198094.11.peg.1058","Protein","Coproporphyrin ferrochelatase (EC 4.99.1.-)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA1071","hemH","RefSeq.9606.33.NC_000022.CDS.17638694.17727534.fwd","Protein","bcl-2-like protein 13 isoform c","Primates",9606,"9606.33","Homo sapiens",,"BCL2L13","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2837850;imex:IM-13779-4265",
"fig|198094.11.peg.4658","Protein","Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA4693","hemL-2","RefSeq.9606.33.NC_000020.CDS.47622248.47653417.fwd","Protein","nuclear receptor coactivator 3 isoform b","Primates",9606,"9606.33","Homo sapiens",,"NCOA3","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2829208;imex:IM-13779-3279",
"fig|198094.11.peg.5324","Protein","2,3-bisphosphoglycerate-independent phosphoglycerate mutase (EC 5.4.2.12)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA5365","gpmA","RefSeq.9606.33.NC_000022.CDS.40125818.40323241.fwd","Protein","trinucleotide repeat-containing gene 6B protein isoform 3","Primates",9606,"9606.33","Homo sapiens",,"TNRC6B","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2820390;imex:IM-13779-2381",
"fig|198094.11.peg.3682","Protein","Urocanate hydratase (EC 4.2.1.49)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA3711","hutU","RefSeq.9606.33.NC_000011.CDS.67289461.67302332.fwd","Protein","ankyrin repeat domain-containing protein 13D","Primates",9606,"9606.33","Homo sapiens",,"ANKRD13D","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2838364;imex:IM-13779-4333",
"fig|198094.11.peg.2973","Protein","Gamma-glutamyl phosphate reductase (EC 1.2.1.41)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA2992","proA","RefSeq.9606.33.NC_000003.CDS.113533022.113627708.fwd","Protein","SID1 transmembrane family member 1 isoform X5","Primates",9606,"9606.33","Homo sapiens",,"SIDT1","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2814645;imex:IM-13779-1822",
"fig|198094.11.peg.324","Protein","23S rRNA (uracil(1939)-C(5))-methyltransferase (EC 2.1.1.190)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA0333",,"RefSeq.9606.33.NC_000008.CDS.122951511.122954024.fwd","Protein","zinc fingers and homeoboxes protein 2 isoform X1","Primates",9606,"9606.33","Homo sapiens",,"ZHX2","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2813690;imex:IM-13779-1737",
"fig|198094.11.peg.3842","Protein","Tripeptide aminopeptidase (EC 3.4.11.4)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA3872","pepT-1","RefSeq.9606.33.NC_000012.CDS.21635542.21654671.rev","Protein","L-lactate dehydrogenase B chain","Primates",9606,"9606.33","Homo sapiens",,"LDHB","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2830711;imex:IM-13779-3450",
"fig|198094.11.peg.4755","Protein","Recombination inhibitory protein MutS2","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA4794",,"RefSeq.9606.33.NC_000005.CDS.72956097.73088090.fwd","Protein","FCH domain only protein 2 isoform b","Primates",9606,"9606.33","Homo sapiens",,"FCHO2","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2816952;imex:IM-13779-2031",
"fig|198094.11.peg.299","Protein","Delta-1-pyrroline-5-carboxylate dehydrogenase (EC 1.2.1.88)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA0309",,"RefSeq.9606.33.NC_000001.CDS.151404802.151443638.rev","Protein","pogo transposable element with ZNF domain isoform X3","Primates",9606,"9606.33","Homo sapiens",,"POGZ","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2812652;imex:IM-13779-1642",
"fig|198094.11.peg.5324","Protein","2,3-bisphosphoglycerate-independent phosphoglycerate mutase (EC 5.4.2.12)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA5365","gpmA","RefSeq.9606.33.NC_000012.CDS.69348409.69353219.fwd","Protein","lysozyme C precursor","Primates",9606,"9606.33","Homo sapiens",,"LYZ","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2830228;imex:IM-13779-3393",
"fig|198094.11.peg.2973","Protein","Gamma-glutamyl phosphate reductase (EC 1.2.1.41)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA2992","proA","RefSeq.9606.33.NC_000003.CDS.186783611.186789269.fwd","Protein","eukaryotic initiation factor 4A-II","Primates",9606,"9606.33","Homo sapiens",,"EIF4A2","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2831809;imex:IM-13779-3574",
"fig|198094.11.peg.4278","Protein","Phosphopentomutase (EC 5.4.2.7)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA4309","deoB","RefSeq.9606.33.NC_000016.CDS.29830550.29847989.fwd","Protein","major vault protein isoform 3","Primates",9606,"9606.33","Homo sapiens",,"MVP","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2829464;imex:IM-13779-3306",
"fig|198094.11.peg.4658","Protein","Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA4693","hemL-2","RefSeq.9606.33.NC_000002.CDS.170929341.170966130.fwd","Protein","Golgi reassembly-stacking protein 2 isoform 1","Primates",9606,"9606.33","Homo sapiens",,"GORASP2","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2833050;imex:IM-13779-3720",
"fig|198094.11.peg.4187","Protein","5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase (EC 2.1.1.14)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA4218","metE","RefSeq.9606.33.NC_000023.CDS.70424985.70433086.fwd","Protein","glycerophosphoinositol inositolphosphodiesterase GDPD2 isoform 2","Primates",9606,"9606.33","Homo sapiens",,"GDPD2","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2813133;imex:IM-13779-1688",
"fig|198094.11.peg.1835","Protein","Chlorohydrolase/deaminase family protein","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA1865",,"RefSeq.9606.33.NC_000020.CDS.47622248.47653417.fwd","Protein","nuclear receptor coactivator 3 isoform b","Primates",9606,"9606.33","Homo sapiens",,"NCOA3","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2811800;imex:IM-13779-1566",
"fig|198094.11.peg.4658","Protein","Glutamate-1-semialdehyde 2,1-aminomutase (EC 5.4.3.8)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA4693","hemL-2","RefSeq.9606.33.NC_000013.CDS.46127591.46159662.rev","Protein","plastin-2 isoform X1","Primates",9606,"9606.33","Homo sapiens",,"LCP1","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2815718;imex:IM-13779-1917",
"fig|198094.11.peg.1835","Protein","Chlorohydrolase/deaminase family protein","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA1865",,"RefSeq.9606.33.NC_000020.CDS.63865366.63890042.fwd","Protein","tumor protein D54 isoform j","Primates",9606,"9606.33","Homo sapiens",,"TPD52L2","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2820369;imex:IM-13779-2374",
"fig|198094.11.peg.4512","Protein","Translation elongation factor LepA","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA4544","lepA","RefSeq.9606.33.NC_000003.CDS.142724560.142806235.fwd","Protein","short transient receptor potential channel 1 isoform 2","Primates",9606,"9606.33","Homo sapiens",,"TRPC1","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2820160;imex:IM-13779-2351",
"fig|198094.11.peg.2973","Protein","Gamma-glutamyl phosphate reductase (EC 1.2.1.41)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA2992","proA","RefSeq.9606.33.NC_000017.CDS.44349165.44352798.fwd","Protein","granulins isoform X1","Primates",9606,"9606.33","Homo sapiens",,"GRN","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2832899;imex:IM-13779-3705",
"fig|198094.11.peg.5541","Protein","CTP synthase (EC 6.3.4.2)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA5583","pyrG","RefSeq.9606.33.NC_000006.CDS.131574293.131628049.rev","Protein","mediator of RNA polymerase II transcription subunit 23 isoform b","Primates",9606,"9606.33","Homo sapiens",,"MED23","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2829849;imex:IM-13779-3352",
"fig|198094.11.peg.1226","Protein","Anthranilate phosphoribosyltransferase (EC 2.4.2.18)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA1250","trpD","RefSeq.9606.33.NC_000004.CDS.102510933.102616594.fwd","Protein","nuclear factor NF-kappa-B p105 subunit isoform X2","Primates",9606,"9606.33","Homo sapiens",,"NFKB1","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2828792;imex:IM-13779-3233",
"fig|198094.11.peg.12","Protein","Seryl-tRNA synthetase (EC 6.1.1.11)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA0012","serS","RefSeq.9606.33.NC_000019.CDS.36876831.36878297.fwd","Protein","zinc finger protein 345 isoform X1","Primates",9606,"9606.33","Homo sapiens",,"ZNF345","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2818412;imex:IM-13779-2177",
"fig|198094.11.peg.4861","Protein","Septation ring formation regulator EzrA","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA4901","ezrA","RefSeq.9606.33.NC_000001.CDS.156114919.156139106.fwd","Protein","lamin isoform A-delta10","Primates",9606,"9606.33","Homo sapiens",,"LMNA","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2830471;imex:IM-13779-3422",
"fig|198094.11.peg.3874","Protein","DNA mismatch repair protein MutL","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA3904","mutL","RefSeq.9606.33.NC_000015.CDS.61854457.62060374.rev","Protein","vacuolar protein sorting-associated protein 13C isoform 2A","Primates",9606,"9606.33","Homo sapiens",,"VPS13C","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2819278;imex:IM-13779-2264",
"fig|198094.11.peg.4785","Protein","Ribonucleotide reductase transcriptional regulator NrdR","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA4824","nrdR","RefSeq.9606.33.NC_000008.CDS.58561790.58581740.fwd","Protein","syntenin-1 isoform X1","Primates",9606,"9606.33","Homo sapiens",,"SDCBP","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2822974;imex:IM-13779-2642",
"fig|198094.11.peg.4861","Protein","Septation ring formation regulator EzrA","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA4901","ezrA","RefSeq.9606.33.NC_000001.CDS.226361460.226407929.rev","Protein","poly [ADP-ribose] polymerase 1","Primates",9606,"9606.33","Homo sapiens",,"PARP1","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2828059;imex:IM-13779-3152",
"fig|198094.11.peg.99","Protein","DNA-directed RNA polymerase beta subunit (EC 2.7.7.6)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA0102","rpoB","RefSeq.9606.33.NC_000005.CDS.134758939.134828706.fwd","Protein","probable ATP-dependent RNA helicase DDX46 isoform 2","Primates",9606,"9606.33","Homo sapiens",,"DDX46","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2835112;imex:IM-13779-3950",
"fig|198094.11.peg.5541","Protein","CTP synthase (EC 6.3.4.2)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA5583","pyrG","RefSeq.9606.33.NC_000019.CDS.15641416.15659385.fwd","Protein","docosahexaenoic acid omega-hydroxylase CYP4F3 isoform a","Primates",9606,"9606.33","Homo sapiens",,"CYP4F3","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2835623;imex:IM-13779-4013",
"fig|198094.11.peg.3999","Protein","Aspartate carbamoyltransferase (EC 2.1.3.2)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA4028","pyrB","RefSeq.9606.33.NC_000002.CDS.121340861.121605895.rev","Protein","CLIP-associating protein 1 isoform X8","Primates",9606,"9606.33","Homo sapiens",,"CLASP1","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2836138;imex:IM-13779-4077",
"fig|198094.11.peg.3996","Protein","Carbamoyl-phosphate synthase large chain (EC 6.3.5.5)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA4025","carB","RefSeq.9606.33.NC_000014.CDS.59263478.59368859.fwd","Protein","disheveled-associated activator of morphogenesis 1 isoform 2","Primates",9606,"9606.33","Homo sapiens",,"DAAM1","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2817297;imex:IM-13779-2069",
"fig|198094.11.peg.1157","Protein","ClpB protein","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA1177","clpB","RefSeq.9606.33.NC_000007.CDS.124823962.124897173.rev","Protein","protection of telomeres protein 1 isoform 1","Primates",9606,"9606.33","Homo sapiens",,"POT1","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2827256;imex:IM-13779-3060",
"fig|198094.11.peg.4389","Protein","Translation elongation factor P","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA4421","efp","RefSeq.9606.33.NC_000003.CDS.146516045.146536552.rev","Protein","phospholipid scramblase 1 isoform X1","Primates",9606,"9606.33","Homo sapiens",,"PLSCR1","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2812684;imex:IM-13779-1648",
"fig|198094.11.peg.84","Protein","Glutamyl-tRNA synthetase (EC 6.1.1.17) @ Glutamyl-tRNA(Gln) synthetase (EC 6.1.1.24)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA0086","gltX","RefSeq.9606.33.NC_000024.CDS.12904937.12918122.fwd","Protein","ATP-dependent RNA helicase DDX3Y isoform X1","Primates",9606,"9606.33","Homo sapiens",,"DDX3Y","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2835140;imex:IM-13779-3956",
"fig|198094.11.peg.1058","Protein","Coproporphyrin ferrochelatase (EC 4.99.1.-)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA1071","hemH","RefSeq.9606.33.NC_000012.CDS.56163689.56189461.rev","Protein","SWI/SNF complex subunit SMARCC2 isoform X1","Primates",9606,"9606.33","Homo sapiens",,"SMARCC2","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2822412;imex:IM-13779-2579",
"fig|198094.11.peg.80","Protein","DNA integrity scanning protein DisA","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA0082",,"RefSeq.9606.33.NC_000017.CDS.40628785.40645802.rev","Protein","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1","Primates",9606,"9606.33","Homo sapiens",,"SMARCE1","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2822450;imex:IM-13779-2587",
"fig|198094.11.peg.1123","Protein","ATP-dependent nuclease, subunit A","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA1142","addA","RefSeq.9606.33.NC_000012.CDS.5949015.6123196.rev","Protein","von Willebrand factor preproprotein","Primates",9606,"9606.33","Homo sapiens",,"VWF","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2819171;imex:IM-13779-2252",
"fig|198094.11.peg.1058","Protein","Coproporphyrin ferrochelatase (EC 4.99.1.-)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA1071","hemH","RefSeq.9606.33.NC_000012.CDS.6800139.6819329.fwd","Protein","T-cell surface glycoprotein CD4 isoform 1 precursor","Primates",9606,"9606.33","Homo sapiens",,"CD4","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2836652;imex:IM-13779-4127",
"fig|198094.11.peg.100","Protein","DNA-directed RNA polymerase beta' subunit (EC 2.7.7.6)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA0103","rpoC","RefSeq.9606.33.NC_000005.CDS.42800720.42810767.rev","Protein","selenoprotein P isoform 2","Primates",9606,"9606.33","Homo sapiens",,"SEPP1","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2822896;imex:IM-13779-2634",
"fig|198094.11.peg.5323","Protein","Enolase (EC 4.2.1.11)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA5364","eno","RefSeq.9606.33.NC_000017.CDS.42315745.42348516.rev","Protein","signal transducer and activator of transcription 3 isoform X1","Primates",9606,"9606.33","Homo sapiens",,"STAT3","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2821773;imex:IM-13779-2512",
"fig|198094.11.peg.5569","Protein","Arginyl-tRNA synthetase (EC 6.1.1.19)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA5611","argS","RefSeq.9606.33.NC_000011.CDS.57741596.57742217.fwd","Protein","selenoprotein H","Primates",9606,"9606.33","Homo sapiens",,"C11orf31","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2822960;imex:IM-13779-2639",
"fig|198094.11.peg.261","Protein","GMP synthase [glutamine-hydrolyzing], amidotransferase subunit (EC 6.3.5.2) / GMP synthase [glutamine-hydrolyzing], ATP pyrophosphatase subunit (EC 6.3.5.2)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA0268","guaA","RefSeq.9606.33.NC_000019.CDS.2427991.2456933.rev","Protein","lamin-B2 isoform X1","Primates",9606,"9606.33","Homo sapiens",,"LMNB2","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2830424;imex:IM-13779-3415",
"fig|198094.11.peg.2485","Protein","Malonate-semialdehyde dehydrogenase [inositol] (EC 1.2.1.18)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA2513","mmsA-2","RefSeq.9606.33.NC_000014.CDS.55137374.55145394.fwd","Protein","galectin-3 isoform 2","Primates",9606,"9606.33","Homo sapiens",,"LGALS3","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2830676;imex:IM-13779-3443",
"fig|198094.11.peg.4228","Protein","1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase (EC 1.13.11.54)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA4258",,"RefSeq.9606.33.NC_000014.CDS.55137374.55145394.fwd","Protein","galectin-3 isoform 2","Primates",9606,"9606.33","Homo sapiens",,"LGALS3","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2810234;imex:IM-13779-1431",
"fig|198094.11.peg.1551","Protein","UPF0398 protein YpsA","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA1582",,"RefSeq.9606.33.NC_000001.CDS.154272724.154275701.fwd","Protein","HCLS1-associated protein X-1 isoform b","Primates",9606,"9606.33","Homo sapiens",,"HAX1","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2832662;imex:IM-13779-3676",
"fig|198094.11.peg.4861","Protein","Septation ring formation regulator EzrA","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA4901","ezrA","RefSeq.9606.33.NC_000016.CDS.84976343.84990618.rev","Protein","palmitoyltransferase ZDHHC7 isoform 1","Primates",9606,"9606.33","Homo sapiens",,"ZDHHC7","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2818789;imex:IM-13779-2209",
"fig|198094.11.peg.80","Protein","DNA integrity scanning protein DisA","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA0082",,"RefSeq.9606.33.NC_000015.CDS.45587444.45606514.fwd","Protein","biogenesis of lysosome-related organelles complex 1 subunit 6","Primates",9606,"9606.33","Homo sapiens",,"BLOC1S6","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2809945;imex:IM-13779-1410",
"fig|198094.11.peg.3920","Protein","Translation initiation factor 2","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA3950","infB","RefSeq.9606.33.NC_000014.CDS.21385613.21431816.rev","Protein","chromodomain-helicase-DNA-binding protein 8 isoform 2","Primates",9606,"9606.33","Homo sapiens",,"CHD8","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2811283;imex:IM-13779-1519",
"fig|198094.11.peg.99","Protein","DNA-directed RNA polymerase beta subunit (EC 2.7.7.6)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA0102","rpoB","RefSeq.9606.33.NC_000011.CDS.46858983.46918379.rev","Protein","low-density lipoprotein receptor-related protein 4 precursor","Primates",9606,"9606.33","Homo sapiens",,"LRP4","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2830342;imex:IM-13779-3409",
"fig|198094.11.peg.1835","Protein","Chlorohydrolase/deaminase family protein","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA1865",,"RefSeq.9606.33.NC_000008.CDS.100704298.100721583.rev","Protein","polyadenylate-binding protein 1 isoform X1","Primates",9606,"9606.33","Homo sapiens",,"PABPC1","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2815908;imex:IM-13779-1930",
"fig|198094.11.peg.313","Protein","Aspartyl-tRNA(Asn) amidotransferase subunit B (EC 6.3.5.6) @ Glutamyl-tRNA(Gln) amidotransferase subunit B (EC 6.3.5.7)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA0322","gatB","RefSeq.9606.33.NC_000001.CDS.78025024.78135743.fwd","Protein","PDZ domain-containing protein GIPC2 isoform X1","Primates",9606,"9606.33","Homo sapiens",,"GIPC2","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2833164;imex:IM-13779-3726",
"fig|198094.11.peg.1058","Protein","Coproporphyrin ferrochelatase (EC 4.99.1.-)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA1071","hemH","RefSeq.9606.33.NC_000008.CDS.52623671.52685469.rev","Protein","RB1-inducible coiled-coil protein 1 isoform X2","Primates",9606,"9606.33","Homo sapiens",,"RB1CC1","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2814901;imex:IM-13779-1845",
"fig|198094.11.peg.5324","Protein","2,3-bisphosphoglycerate-independent phosphoglycerate mutase (EC 5.4.2.12)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA5365","gpmA","RefSeq.9606.33.NC_000021.CDS.5117103.5128354.rev","Protein","ES1 protein homolog, mitochondrial isoform X1","Primates",9606,"9606.33","Homo sapiens",,"LOC102724023","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2834285;imex:IM-13779-3855",
"fig|198094.11.peg.80","Protein","DNA integrity scanning protein DisA","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA0082",,"RefSeq.9606.33.NC_000004.CDS.174299122.174331595.fwd","Protein","centrosomal protein of 44 kDa isoform X1","Primates",9606,"9606.33","Homo sapiens",,"CEP44","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2831076;imex:IM-13779-3493",
"fig|198094.11.peg.879","Protein","Protein translocase subunit SecA","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA0882","secA-1","RefSeq.9606.33.NC_000019.CDS.48873234.48875973.fwd","Protein","protein phosphatase 1 regulatory subunit 15A","Primates",9606,"9606.33","Homo sapiens",,"PPP1R15A","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2828453;imex:IM-13779-3195",
"fig|198094.11.peg.1455","Protein","Purine nucleoside phosphorylase (EC 2.4.2.1)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA1483","deoD","RefSeq.9606.33.NC_000002.CDS.177230785.177264576.rev","Protein","nuclear factor erythroid 2-related factor 2 isoform 1","Primates",9606,"9606.33","Homo sapiens",,"NFE2L2","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2829069;imex:IM-13779-3265",
"fig|198094.11.peg.4278","Protein","Phosphopentomutase (EC 5.4.2.7)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA4309","deoB","RefSeq.9606.33.NC_000005.CDS.138140074.138178614.rev","Protein","bromodomain-containing protein 8 isoform X1","Primates",9606,"9606.33","Homo sapiens",,"BRD8","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2817750;imex:IM-13779-2112",
"fig|198094.11.peg.2435","Protein","Anhydro-N-acetylmuramic acid kinase (EC 2.7.1.170)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA2465","anmK","RefSeq.9606.33.NC_000017.CDS.63787050.63818398.fwd","Protein","ATP-dependent RNA helicase DDX42 isoform X1","Primates",9606,"9606.33","Homo sapiens",,"DDX42","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2835119;imex:IM-13779-3952",
"fig|198094.11.peg.4187","Protein","5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase (EC 2.1.1.14)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA4218","metE","RefSeq.9606.33.NC_000006.CDS.46704560.46722891.rev","Protein","platelet-activating factor acetylhydrolase isoform X1","Primates",9606,"9606.33","Homo sapiens",,"PLA2G7","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2828135;imex:IM-13779-3156",
"fig|198094.11.peg.5083","Protein","Glucose-1-phosphate adenylyltransferase (EC 2.7.7.27)","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA5122","glgC","RefSeq.9606.33.NC_000009.CDS.93124908.93134217.rev","Protein","ninjurin-1","Primates",9606,"9606.33","Homo sapiens",,"NINJ1","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2824761;imex:IM-13779-2820",
"fig|198094.11.peg.5133","Protein","DUF1450 superfamily protein","Bacteria",198094,"198094.11","Bacillus anthracis str. Ames","BA5172",,"RefSeq.9606.33.NC_000020.CDS.62122667.62133461.fwd","Protein","protein LSM14 homolog B isoform X8","Primates",9606,"9606.33","Homo sapiens",,"LSM14B","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2830314;imex:IM-13779-3404",
