Interactor A ID,Interactor A Type,Interactor A Desc,Domain A,Taxon ID A,Genome ID A,Genome Name A,RefSeq Locus Tag A,gene A,Interactor B ID,Interactor B Type,Interactor B Desc,Domain B,Taxon ID B,Genome ID B,Genome Name B,RefSeq Locus Tag B,gene B,Category,Interaction Type,Detection Method,Evidence,PMID,Source DB,Source ID,Score
fig|214092.21.peg.2166,Protein,"Flagellar L-ring protein FlgH",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO1805,flgH,RefSeq.9606.33.NC_000022.CDS.36282668.36349236.rev,Protein,"myosin-9 isoform X1",Primates,9606,9606.33,Homo sapiens,,MYH9,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2863806,imex:IM-13779-6914",
fig|214092.21.peg.4467,Protein,"Limit dextrin alpha-1,6-maltotetraose-hydrolase (EC 3.2.1.196)",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO3941,glgX,RefSeq.9606.33.NC_000001.CDS.97078976.97920922.rev,Protein,"dihydropyrimidine dehydrogenase [NADP(+)] isoform 1",Primates,9606,9606.33,Homo sapiens,,DPYD,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2871249,imex:IM-13779-7792",
fig|214092.21.peg.4408,Protein,"Outer membrane usher protein FIMD",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO3879,,RefSeq.9606.33.NC_000001.CDS.185734780.186189878.fwd,Protein,"hemicentin-1 isoform X1",Primates,9606,9606.33,Homo sapiens,,HMCN1,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2867720,imex:IM-13779-7373",
fig|214092.21.peg.423,Protein,"Glutathione-regulated potassium-efflux system protein KefB",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO0191,kefB,RefSeq.9606.33.NC_000016.CDS.1351966.1363091.fwd,Protein,"N-acetylglucosamine-1-phosphotransferase subunit gamma precursor",Primates,9606,9606.33,Homo sapiens,,GNPTG,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2868802,imex:IM-13779-7500",
fig|214092.21.peg.1697,Protein,"Thioredoxin reductase (EC 1.8.1.9)",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO1374,trxB,RefSeq.9606.33.NC_000022.CDS.29971060.30025801.fwd,Protein,"myotubularin-related protein 3 isoform b",Primates,9606,9606.33,Homo sapiens,,MTMR3,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2864078,imex:IM-13779-6940",
fig|214092.21.peg.4528,Protein,"Exopolygalacturonate lyase (EC 4.2.2.9)",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO3994,pelY,RefSeq.9606.33.NC_000001.CDS.97078976.97920922.rev,Protein,"dihydropyrimidine dehydrogenase [NADP(+)] isoform 1",Primates,9606,9606.33,Homo sapiens,,DPYD,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2871235,imex:IM-13779-7786",
fig|214092.21.peg.3517,Protein,"Outer membrane beta-barrel assembly protein BamC; Lipoprotein-34 precursor",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO3061,dapX,RefSeq.9606.33.NC_000002.CDS.108719607.108783901.fwd,Protein,"E3 SUMO-protein ligase RanBP2 isoform X9",Primates,9606,9606.33,Homo sapiens,,RANBP2,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2842408,imex:IM-13779-4683",
fig|214092.21.peg.3672,Protein,"DNA recombination-dependent growth factor C",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO3212,rdgC,RefSeq.9606.33.NC_000001.CDS.156581365.156586550.fwd,Protein,"tetratricopeptide repeat protein 24",Primates,9606,9606.33,Homo sapiens,,TTC24,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2851248,imex:IM-13779-5542",
fig|214092.21.peg.540,Protein,"hypothetical protein",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO0306,,RefSeq.9606.33.NC_000012.CDS.57229779.57234361.fwd,Protein,"serine hydroxymethyltransferase, mitochondrial isoform 2 precursor",Primates,9606,9606.33,Homo sapiens,,SHMT2,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2847577,imex:IM-13779-5171",
fig|214092.21.peg.862,Protein,"Putative autotransporter protein",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO0606,yapF,RefSeq.9606.33.NC_000007.CDS.94656587.94665682.fwd,Protein,"retrotransposon-derived protein PEG10 isoform 3",Primates,9606,9606.33,Homo sapiens,,PEG10,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2858271,imex:IM-13779-6289",
fig|214092.21.peg.1432,Protein,"Galactokinase (EC 2.7.1.6)",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO1137,galK,RefSeq.9606.33.NC_000008.CDS.58561790.58581740.fwd,Protein,"syntenin-1 isoform X1",Primates,9606,9606.33,Homo sapiens,,SDCBP,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2855231,imex:IM-13779-5988",
fig|214092.21.peg.4546,Protein,"Phosphoethanolamine transferase specific for the outer Kdo residue of lipopolysaccharide",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO4013,yhjW,RefSeq.9606.33.NC_000017.CDS.7312756.7315052.rev,Protein,"G protein pathway suppressor 2",Primates,9606,9606.33,Homo sapiens,,GPS2,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2868698,imex:IM-13779-7492",
fig|214092.21.peg.3790,Protein,"Catalase-peroxidase KatG (EC 1.11.1.21)",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO3319,katY,RefSeq.9606.33.NC_000016.CDS.53434557.53490300.fwd,Protein,"retinoblastoma-like protein 2 isoform X1",Primates,9606,9606.33,Homo sapiens,,RBL2,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2856542,imex:IM-13779-6122",
fig|214092.21.peg.2064,Protein,"Oligogalacturonate lyase (EC 4.2.2.6)",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO1713,ogl,RefSeq.9606.33.NC_000017.CDS.28673402.28701625.fwd,Protein,"transcription elongation factor SPT6 isoform X1",Primates,9606,9606.33,Homo sapiens,,SUPT6H,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2854306,imex:IM-13779-5885",
fig|214092.21.peg.4467,Protein,"Limit dextrin alpha-1,6-maltotetraose-hydrolase (EC 3.2.1.196)",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO3941,glgX,RefSeq.9606.33.NC_000012.CDS.68648725.68657187.fwd,Protein,"ras-related protein Rap-1b isoform 2",Primates,9606,9606.33,Homo sapiens,,RAP1B,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2856628,imex:IM-13779-6128",
fig|214092.21.peg.2005,Protein,"Mg(2+)-transport-ATPase-associated protein MgtC",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO1660,mgtC,RefSeq.9606.33.NC_000007.CDS.5527748.5529657.rev,Protein,"actin, cytoplasmic 1",Primates,9606,9606.33,Homo sapiens,,ACTB,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2876477,imex:IM-13779-8406",
fig|214092.21.peg.1678,Protein,"Hydroxylamine reductase (EC 1.7.99.1)",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO1360,hcp,RefSeq.9606.33.NC_000022.CDS.41367533.41395960.fwd,Protein,"thyrotroph embryonic factor isoform 2",Primates,9606,9606.33,Homo sapiens,,TEF,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2852882,imex:IM-13779-5724",
fig|214092.21.peg.963,Protein,"Fimbrial protein precursor",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO0700,,RefSeq.9606.33.NC_000020.CDS.49247267.49275839.rev,Protein,"NFX1-type zinc finger-containing protein 1 isoform X1",Primates,9606,9606.33,Homo sapiens,,ZNFX1,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2849048,imex:IM-13779-5322",
fig|214092.21.peg.1159,Protein,"Lysyl-tRNA synthetase (class II) (EC 6.1.1.6)",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO0888,lysS,RefSeq.9606.33.NC_000003.CDS.56623037.56683006.rev,Protein,"protein FAM208A isoform X1",Primates,9606,9606.33,Homo sapiens,,FAM208A,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2840097,imex:IM-13779-4483",
fig|214092.21.peg.617,Protein,"3'-to-5' exoribonuclease RNase R",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO0380,rnr,RefSeq.9606.33.NC_000001.CDS.97078976.97920922.rev,Protein,"dihydropyrimidine dehydrogenase [NADP(+)] isoform 1",Primates,9606,9606.33,Homo sapiens,,DPYD,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2848010,imex:IM-13779-5212",
fig|214092.21.peg.1811,Protein,"Putative membrane protein precursor",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO1482,,RefSeq.9606.33.NC_000004.CDS.2875916.2928523.fwd,Protein,"alpha-adducin isoform a",Primates,9606,9606.33,Homo sapiens,,ADD1,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2843669,imex:IM-13779-4794",
fig|214092.21.peg.4528,Protein,"Exopolygalacturonate lyase (EC 4.2.2.9)",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO3994,pelY,RefSeq.9606.33.NC_000010.CDS.100913111.100961912.fwd,Protein,"protein FAM178A isoform X1",Primates,9606,9606.33,Homo sapiens,,FAM178A,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2873332,imex:IM-13779-8029",
fig|214092.21.peg.557,Protein,"Alanine racemase (EC 5.1.1.1)",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO0321,alr,RefSeq.9606.33.NC_000009.CDS.117704473.117714648.fwd,Protein,"toll-like receptor 4 isoform A precursor",Primates,9606,9606.33,Homo sapiens,,TLR4,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2852289,imex:IM-13779-5655",
fig|214092.21.peg.1718,Protein,"Lipid A export permease/ATP-binding protein MsbA",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO1395,msbA,RefSeq.9606.33.NC_000004.CDS.102510933.102616594.fwd,Protein,"nuclear factor NF-kappa-B p105 subunit isoform X2",Primates,9606,9606.33,Homo sapiens,,NFKB1,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2863273,imex:IM-13779-6849",
fig|214092.21.peg.1851,Protein,"Sugar ABC transporter, substrate-binding protein",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO1517,,RefSeq.9606.33.NC_000022.CDS.42797588.42857182.rev,Protein,"ADP-ribosylation factor GTPase-activating protein 3 isoform 1",Primates,9606,9606.33,Homo sapiens,,ARFGAP3,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2875813,imex:IM-13779-8321",
fig|214092.21.peg.849,Protein,"hypothetical protein",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO0593,,RefSeq.9606.33.NC_000004.CDS.102510933.102616594.fwd,Protein,"nuclear factor NF-kappa-B p105 subunit isoform X2",Primates,9606,9606.33,Homo sapiens,,NFKB1,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2863184,imex:IM-13779-6836",
fig|214092.21.peg.848,Protein,"Putative kinase protein",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO0592,,RefSeq.9606.33.NC_000004.CDS.102510933.102616594.fwd,Protein,"nuclear factor NF-kappa-B p105 subunit isoform X2",Primates,9606,9606.33,Homo sapiens,,NFKB1,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2863191,imex:IM-13779-6839",
fig|214092.21.peg.1358,Protein,"S-adenosylmethionine-dependent methyltransferase YaeB",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO1069,,RefSeq.9606.33.NC_000002.CDS.196137447.196163383.rev,Protein,"serine/threonine-protein kinase 17B isoform X1",Primates,9606,9606.33,Homo sapiens,,STK17B,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2854022,imex:IM-13779-5853",
fig|214092.21.peg.1851,Protein,"Sugar ABC transporter, substrate-binding protein",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO1517,,RefSeq.9606.33.NC_000004.CDS.26319875.26431007.fwd,Protein,"recombining binding protein suppressor of hairless isoform 3",Primates,9606,9606.33,Homo sapiens,,RBPJ,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2853514,imex:IM-13779-5794",
fig|214092.21.peg.1167,Protein,"Response regulator CreB of two-component signal transduction system CreBC",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO0896,creB,RefSeq.9606.33.NC_000002.CDS.74530007.74532985.fwd,Protein,"serine protease HTRA2, mitochondrial isoform 2",Primates,9606,9606.33,Homo sapiens,,HTRA2,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2867431,imex:IM-13779-7336",
fig|214092.21.peg.2498,Protein,"probable phage protein YPO2110",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO2110,,RefSeq.9606.33.NC_000006.CDS.7181241.7248968.fwd,Protein,"ras-responsive element-binding protein 1 isoform X2",Primates,9606,9606.33,Homo sapiens,,RREB1,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2855776,imex:IM-13779-6038",
fig|214092.21.peg.1356,Protein,"Copper homeostasis protein CutF precursor / Lipoprotein NlpE involeved in surface adhesion",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO1067,cutF,RefSeq.9606.33.NC_000001.CDS.91683739.91861531.rev,Protein,"transforming growth factor beta receptor type 3 isoform X1",Primates,9606,9606.33,Homo sapiens,,TGFBR3,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2852676,imex:IM-13779-5700",
fig|214092.21.peg.560,Protein,"Excinuclease ABC subunit A",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO0324,uvrA,RefSeq.9606.33.NC_000008.CDS.11845125.11853454.rev,Protein,"cathepsin B isoform X1",Primates,9606,9606.33,Homo sapiens,,CTSB,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2874336,imex:IM-13779-8143",
fig|214092.21.peg.1624,Protein,"TonB-dependent receptor; Outer membrane receptor for ferrienterochelin and colicins",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO1313,,RefSeq.9606.33.NC_000007.CDS.149838612.149864284.fwd,Protein,"zinc finger protein 862",Primates,9606,9606.33,Homo sapiens,,ZNF862,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2862296,imex:IM-13779-6737",
fig|214092.21.peg.2905,Protein,"Channel-forming transporter/cytolysins activator of TpsB family",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO2491,,RefSeq.9606.33.NC_000005.CDS.9042897.9379946.rev,Protein,"semaphorin-5A isoform X1",Primates,9606,9606.33,Homo sapiens,,SEMA5A,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2855105,imex:IM-13779-5977",
fig|214092.21.peg.3446,Protein,"Cysteine synthase (EC 2.5.1.47)",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO2992,cysK,RefSeq.9606.33.NC_000001.CDS.154584806.154627998.rev,Protein,"double-stranded RNA-specific adenosine deaminase isoform X2",Primates,9606,9606.33,Homo sapiens,,ADAR,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2871171,imex:IM-13779-7779",
fig|214092.21.peg.813,Protein,"Cell division protein FtsZ (EC 3.4.24.-)",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO0560,ftsZ,RefSeq.9606.33.NC_000012.CDS.6934002.6941780.fwd,Protein,"atrophin-1",Primates,9606,9606.33,Homo sapiens,,ATN1,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2848559,imex:IM-13779-5274",
fig|214092.21.peg.168,Protein,"hypothetical protein",Bacteria,214092,214092.21,Yersinia pestis CO92,YPMT1.45c,,RefSeq.9606.33.NC_000001.CDS.173716044.173785247.fwd,Protein,"kelch-like protein 20 isoform X2",Primates,9606,9606.33,Homo sapiens,,KLHL20,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2865898,imex:IM-13779-7154",
fig|214092.21.peg.934,Protein,"Cell division protein FtsP",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO0673,sufI,RefSeq.9606.33.NC_000006.CDS.7181241.7248968.fwd,Protein,"ras-responsive element-binding protein 1 isoform X2",Primates,9606,9606.33,Homo sapiens,,RREB1,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2845037,imex:IM-13779-4924",
fig|214092.21.peg.3453,Protein,"Macrolide-specific efflux protein MacA",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO2999,,RefSeq.9606.33.NC_000002.CDS.3545785.3558260.rev,Protein,"ribonuclease H1 isoform 1 precursor",Primates,9606,9606.33,Homo sapiens,,RNASEH1,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2856001,imex:IM-13779-6059",
fig|214092.21.peg.597,Protein,"Translation elongation factor P Lys34:lysine transferase",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO0362,,RefSeq.9606.33.NC_000015.CDS.48331167.48342078.fwd,Protein,"deoxyuridine 5'-triphosphate nucleotidohydrolase, mitochondrial isoform X1",Primates,9606,9606.33,Homo sapiens,,DUT,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2847986,imex:IM-13779-5211",
fig|214092.21.peg.2169,Protein,"Flagellar hook-associated protein FlgK",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO1808,flgK,RefSeq.9606.33.NC_000016.CDS.85903016.85921282.fwd,Protein,"interferon regulatory factor 8",Primates,9606,9606.33,Homo sapiens,,IRF8,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2866575,imex:IM-13779-7229",
fig|214092.21.peg.564,Protein,"Lactaldehyde dehydrogenase involved in fucose or rhamnose utilization (EC 1.2.1.22)",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO0327,,RefSeq.9606.33.NC_000003.CDS.195747176.195811817.rev,Protein,"mucin-4 isoform a precursor",Primates,9606,9606.33,Homo sapiens,,MUC4,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2864011,imex:IM-13779-6936",
fig|214092.21.peg.2277,Protein,"iron aquisition outermembrane yersiniabactin receptor (FyuA,Psn,pesticin receptor) @ Outer membrane receptor for ferric siderophore",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO1906,fyuA,RefSeq.9606.33.NC_000003.CDS.52495414.52524356.fwd,Protein,"stabilin-1 isoform X3",Primates,9606,9606.33,Homo sapiens,,STAB1,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2853997,imex:IM-13779-5846",
fig|214092.21.peg.3446,Protein,"Cysteine synthase (EC 2.5.1.47)",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO2992,cysK,RefSeq.9606.33.NC_000012.CDS.53711944.53725242.rev,Protein,"calcium-binding and coiled-coil domain-containing protein 1 isoform X1",Primates,9606,9606.33,Homo sapiens,,CALCOCO1,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2874494,imex:IM-13779-8170",
fig|214092.21.peg.2811,Protein,"Iron-sulfur cluster assembly protein SufB",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO2403,,RefSeq.9606.33.NC_000006.CDS.18225719.18263987.rev,Protein,"protein DEK isoform 1",Primates,9606,9606.33,Homo sapiens,,DEK,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2871594,imex:IM-13779-7830",
fig|214092.21.peg.1255,Protein,"ClpB-like protein",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO0971,clpB3,RefSeq.9606.33.NC_000001.CDS.193122201.193250712.fwd,Protein,"parafibromin",Primates,9606,9606.33,Homo sapiens,,CDC73,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2873652,imex:IM-13779-8068",
fig|214092.21.peg.168,Protein,"hypothetical protein",Bacteria,214092,214092.21,Yersinia pestis CO92,YPMT1.45c,,RefSeq.9606.33.NC_000007.CDS.112206717.112342729.fwd,Protein,"zinc finger protein 277",Primates,9606,9606.33,Homo sapiens,,ZNF277,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2849302,imex:IM-13779-5345",
fig|214092.21.peg.2531,Protein,"Transcriptional regulator for fatty acid degradation FadR, GntR family",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO2144,fadR,RefSeq.9606.33.NC_000004.CDS.102510933.102616594.fwd,Protein,"nuclear factor NF-kappa-B p105 subunit isoform X2",Primates,9606,9606.33,Homo sapiens,,NFKB1,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2863310,imex:IM-13779-6854",
fig|214092.21.peg.4054,Protein,"Stringent starvation protein A",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO3561,sspA,RefSeq.9606.33.NC_000005.CDS.134525695.134579317.fwd,Protein,"protein Jade-2 isoform 2",Primates,9606,9606.33,Homo sapiens,,JADE2,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2866387,imex:IM-13779-7211",
fig|214092.21.peg.2458,Protein,"Spermidine export protein MdtI",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO2069,,RefSeq.9606.33.NC_000003.CDS.127692198.127822318.rev,Protein,"monoglyceride lipase isoform X1",Primates,9606,9606.33,Homo sapiens,,MGLL,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2842980,imex:IM-13779-4728",
fig|214092.21.peg.3830,Protein,"DNA mismatch repair protein MutS",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO3354,mutS,RefSeq.9606.33.NC_000015.CDS.72199650.72230987.rev,Protein,"pyruvate kinase PKM isoform c",Primates,9606,9606.33,Homo sapiens,,PKM,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2846933,imex:IM-13779-5108",
fig|214092.21.peg.215,Protein,"hypothetical protein",Bacteria,214092,214092.21,Yersinia pestis CO92,YPMT1.86c,,RefSeq.9606.33.NC_000001.CDS.207496253.207639428.fwd,Protein,"complement receptor type 1 isoform X1",Primates,9606,9606.33,Homo sapiens,,CR1,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2872483,imex:IM-13779-7929",
fig|214092.21.peg.3419,Protein,"Anaerobic dimethyl sulfoxide reductase chain B (EC 1.8.5.3), iron-sulfur binding subunit",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO2966,dmsB,RefSeq.9606.33.NC_000017.CDS.45395456.45430279.rev,Protein,"rho GTPase-activating protein 27 isoform X1",Primates,9606,9606.33,Homo sapiens,,ARHGAP27,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2856208,imex:IM-13779-6082",
fig|214092.21.peg.838,Protein,"Altronate dehydratase (EC 4.2.1.7)",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO0581,uxaA,RefSeq.9606.33.NC_000016.CDS.69133460.69168937.fwd,Protein,"cirhin",Primates,9606,9606.33,Homo sapiens,,CIRH1A,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2873370,imex:IM-13779-8033",
fig|214092.21.peg.395,Protein,"Transcriptional regulator YPDSF_0092, LacI family",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO0165,,RefSeq.9606.33.NC_000001.CDS.161171816.161176060.rev,Protein,"beta-1,4-galactosyltransferase 3 isoform X1",Primates,9606,9606.33,Homo sapiens,,B4GALT3,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2875144,imex:IM-13779-8238",
fig|214092.21.peg.2833,Protein,"Vitamin B12 ABC transporter, permease component BtuC",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO2425,btuC,RefSeq.9606.33.NC_000010.CDS.73376095.73400856.rev,Protein,"annexin A7 isoform 2",Primates,9606,9606.33,Homo sapiens,,ANXA7,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2876056,imex:IM-13779-8356",
fig|214092.21.peg.137,Protein,"hypothetical protein",Bacteria,214092,214092.21,Yersinia pestis CO92,YPMT1.20c,,RefSeq.9606.33.NC_000018.CDS.54904358.54942791.rev,Protein,"coiled-coil domain-containing protein 68 isoform X1",Primates,9606,9606.33,Homo sapiens,,CCDC68,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2874044,imex:IM-13779-8109",
fig|214092.21.peg.536,Protein,"Beta-fimbriae probable major subunit",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO0301,,RefSeq.9606.33.NC_000004.CDS.102510933.102616594.fwd,Protein,"nuclear factor NF-kappa-B p105 subunit isoform X2",Primates,9606,9606.33,Homo sapiens,,NFKB1,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2842889,imex:IM-13779-4724",
fig|214092.21.peg.3864,Protein,"Deoxyguanosinetriphosphate triphosphohydrolase (EC 3.1.5.1), subgroup 1",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO3383,dgt,RefSeq.9606.33.NC_000017.CDS.65635971.66183299.rev,Protein,"centrosomal protein of 112 kDa isoform X2",Primates,9606,9606.33,Homo sapiens,,CEP112,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2843511,imex:IM-13779-4780",
fig|214092.21.peg.3661,Protein,"Phosphate ABC transporter, periplasmic phosphate-binding protein PstS (TC 3.A.1.7.1)",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO3203,pstS,RefSeq.9606.33.NC_000016.CDS.68021580.68023202.rev,Protein,"probable ATP-dependent RNA helicase DDX28",Primates,9606,9606.33,Homo sapiens,,DDX28,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2871706,imex:IM-13779-7842",
fig|214092.21.peg.676,Protein,"Uncharacterized protein YjjU",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO0433,,RefSeq.9606.33.NC_000001.CDS.6467563.6519511.rev,Protein,"pleckstrin homology domain-containing family G member 5 isoform b",Primates,9606,9606.33,Homo sapiens,,PLEKHG5,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2846040,imex:IM-13779-5019",
fig|214092.21.peg.3672,Protein,"DNA recombination-dependent growth factor C",Bacteria,214092,214092.21,Yersinia pestis CO92,YPO3212,rdgC,RefSeq.9606.33.NC_000023.CDS.153907729.153926202.rev,Protein,"rho GTPase-activating protein 4 isoform 1",Primates,9606,9606.33,Homo sapiens,,ARHGAP4,HPI,"physical association","two hybrid pooling approach","experimental","20711500,13779","intact","intact:EBI-2856215,imex:IM-13779-6085",
