Interactor A ID,Interactor A Type,Interactor A Desc,Domain A,Taxon ID A,Genome ID A,Genome Name A,RefSeq Locus Tag A,gene A,Interactor B ID,Interactor B Type,Interactor B Desc,Domain B,Taxon ID B,Genome ID B,Genome Name B,RefSeq Locus Tag B,gene B,Category,Interaction Type,Detection Method,Evidence,PMID,Source DB,Source ID,Score
"RefSeq.177416.18.NC_006570.CDS.1809580.1811109.rev","Protein","outer membrane protein tolC precursor","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT1724c","tolC","RefSeq.9606.33.NC_000002.CDS.24203626.24328082.rev","Protein","intersectin-2 isoform 1","Primates",9606,"9606.33","Homo sapiens",,"ITSN2","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2798788;imex:IM-13779-252",
"fig|177416.18.peg.24","Protein","Aspartyl-tRNA(Asn) amidotransferase subunit B (EC 6.3.5.6) @ Glutamyl-tRNA(Gln) amidotransferase subunit B (EC 6.3.5.7)","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT0021","gatB","RefSeq.9606.33.NC_000014.CDS.90397231.90404717.fwd","Protein","calmodulin","Primates",9606,"9606.33","Homo sapiens",,"CALM1","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2808420;imex:IM-13779-1255",
"RefSeq.177416.18.NC_006570.CDS.264050.266698.fwd","Protein","pyruvate phosphate dikinase","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT0250","ppdK","RefSeq.9606.33.NC_000007.CDS.100574252.100586100.rev","Protein","leucine-rich repeat and calponin homology domain-containing protein 4 isoform 2","Primates",9606,"9606.33","Homo sapiens",,"LRCH4","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2805169;imex:IM-13779-889",
"RefSeq.177416.18.NC_006570.CDS.1444610.1447849.rev","Protein","exodeoxyribonuclease V gamma chain","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT1397c","recC","RefSeq.9606.33.NC_000017.CDS.48051119.48059641.fwd","Protein","nuclear factor erythroid 2-related factor 1 isoform X4","Primates",9606,"9606.33","Homo sapiens",,"NFE2L1","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2804446;imex:IM-13779-805",
"RefSeq.177416.18.NC_006570.CDS.717996.720077.fwd","Protein","polynucleotide phosphorylase/polyadenylase","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT0699","pnp","RefSeq.9606.33.NC_000004.CDS.119136526.119186200.fwd","Protein","myozenin-2","Primates",9606,"9606.33","Homo sapiens",,"MYOZ2","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2804602;imex:IM-13779-824",
"RefSeq.177416.18.NC_006570.CDS.237887.239431.fwd","Protein","acid phosphatase (precursor)","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT0221","acpA","RefSeq.9606.33.NC_000008.CDS.143559336.143562904.fwd","Protein","gasdermin-D","Primates",9606,"9606.33","Homo sapiens",,"GSDMD","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2798870;imex:IM-13779-257",
"RefSeq.177416.18.NC_006570.CDS.329238.330107.fwd","Protein","elongation factor Ts","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT0314","tsf","RefSeq.9606.33.NC_000010.CDS.180013.252470.fwd","Protein","zinc finger MYND domain-containing protein 11 isoform d","Primates",9606,"9606.33","Homo sapiens",,"ZMYND11","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2799571;imex:IM-13779-320",
"RefSeq.177416.18.NC_006570.CDS.748995.750029.rev","Protein","glycerophosphoryl diester phosphodiesterase family protein","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT0726c",,"RefSeq.9606.33.NC_000011.CDS.108227625.108365508.fwd","Protein","serine-protein kinase ATM isoform X2","Primates",9606,"9606.33","Homo sapiens",,"ATM","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2808676;imex:IM-13779-1285",
"RefSeq.177416.18.NC_006570.CDS.416732.418177.fwd","Protein","glycine dehydrogenase subunit 2","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT0410","gcvP2","RefSeq.9606.33.NC_000017.CDS.4937741.4939910.rev","Protein","mitochondrial 2-oxoglutarate/malate carrier protein isoform 1","Primates",9606,"9606.33","Homo sapiens",,"SLC25A11","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2805146;imex:IM-13779-886",
"RefSeq.177416.18.NC_006570.CDS.1566662.1567588.rev","Protein","heat shock protein, hsp40","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT1512c","dnaJ1","RefSeq.9606.33.NC_000002.CDS.135741930.135782887.fwd","Protein","UBX domain-containing protein 4","Primates",9606,"9606.33","Homo sapiens",,"UBXN4","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2799980;imex:IM-13779-361",
"RefSeq.177416.18.NC_006570.CDS.807652.809046.fwd","Protein","sugar transferase family protein","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT0790",,"RefSeq.9606.33.NC_000019.CDS.4839192.4861394.rev","Protein","perilipin-3 isoform 1","Primates",9606,"9606.33","Homo sapiens",,"PLIN3","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2805114;imex:IM-13779-882",
"RefSeq.177416.18.NC_006570.CDS.869994.870701.fwd","Protein","ribonuclease PH","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT0858","rph","RefSeq.9606.33.NC_000020.CDS.47622248.47653417.fwd","Protein","nuclear receptor coactivator 3 isoform b","Primates",9606,"9606.33","Homo sapiens",,"NCOA3","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2804499;imex:IM-13779-815",
"RefSeq.177416.18.NC_006570.CDS.1444610.1447849.rev","Protein","exodeoxyribonuclease V gamma chain","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT1397c","recC","RefSeq.9606.33.NC_000022.CDS.50275704.50301462.rev","Protein","plexin-B2 isoform X2","Primates",9606,"9606.33","Homo sapiens",,"PLXNB2","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2803553;imex:IM-13779-714",
"RefSeq.177416.18.NC_006570.CDS.1802117.1805989.rev","Protein","phosphoribosylformylglycinamidine synthase","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT1720c","purL","RefSeq.9606.33.NC_000013.CDS.24421119.24512978.rev","Protein","poly [ADP-ribose] polymerase 4 isoform X2","Primates",9606,"9606.33","Homo sapiens",,"PARP4","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2803950;imex:IM-13779-755",
"fig|177416.18.peg.123","Protein","DNA polymerase I (EC 2.7.7.7)","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT0111","polA","RefSeq.9606.33.NC_000005.CDS.75374043.75511207.rev","Protein","collagen type IV alpha-3-binding protein isoform X2","Primates",9606,"9606.33","Homo sapiens",,"COL4A3BP","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2808441;imex:IM-13779-1257",
"RefSeq.177416.18.NC_006570.CDS.658005.659660.fwd","Protein","dihydroxy-acid dehydratase","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT0640","ilvD","RefSeq.9606.33.NC_000004.CDS.55858324.55904495.fwd","Protein","exocyst complex component 1 isoform X1","Primates",9606,"9606.33","Homo sapiens",,"EXOC1","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2806981;imex:IM-13779-1088",
"RefSeq.177416.18.NC_006570.CDS.1546379.1546774.rev","Protein","hypothetical protein","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT1493c",,"RefSeq.9606.33.NC_000012.CDS.79775929.79934931.rev","Protein","protein phosphatase 1 regulatory subunit 12A isoform X1","Primates",9606,"9606.33","Homo sapiens",,"PPP1R12A","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2804595;imex:IM-13779-825",
"RefSeq.177416.18.NC_006570.CDS.1730263.1733547.fwd","Protein","carbamoyl phosphate synthase large subunit","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT1664","carB","RefSeq.9606.33.NC_000017.CDS.42125783.42131617.rev","Protein","ras-related protein Rab-5C isoform b","Primates",9606,"9606.33","Homo sapiens",,"RAB5C","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2798293;imex:IM-13779-203",
"RefSeq.177416.18.NC_006570.CDS.390379.392217.fwd","Protein","glucosamine--fructose-6-phosphate aminotransferase","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT0388","glmS","RefSeq.9606.33.NC_000019.CDS.17352362.17377288.rev","Protein","plasmalemma vesicle-associated protein","Primates",9606,"9606.33","Homo sapiens",,"PLVAP","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2803580;imex:IM-13779-716",
"RefSeq.177416.18.NC_006570.CDS.1415006.1416997.rev","Protein","transketolase","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT1369c","tktA","RefSeq.9606.33.NC_000020.CDS.45891326.45898450.fwd","Protein","lysosomal protective protein isoform c precursor","Primates",9606,"9606.33","Homo sapiens",,"CTSA","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2798433;imex:IM-13779-212",
"RefSeq.177416.18.NC_006570.CDS.1327750.1329084.rev","Protein","UDP-N-acetylglucosamine 1-carboxyvinyltransferase","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT1305c","murA","RefSeq.9606.33.NC_000022.CDS.31439880.31488718.rev","Protein","eukaryotic translation initiation factor 4E transporter isoform X2","Primates",9606,"9606.33","Homo sapiens",,"EIF4ENIF1","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2809545;imex:IM-13779-1373",
"RefSeq.177416.18.NC_006570.CDS.1444610.1447849.rev","Protein","exodeoxyribonuclease V gamma chain","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT1397c","recC","RefSeq.9606.33.NC_000001.CDS.2556665.2563273.fwd","Protein","tumor necrosis factor receptor superfamily member 14 isoform 1 precursor","Primates",9606,"9606.33","Homo sapiens",,"TNFRSF14","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2800265;imex:IM-13779-396",
"RefSeq.177416.18.NC_006570.CDS.371289.372470.rev","Protein","FolC bifunctional protein","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT0371c","folC","RefSeq.9606.33.NC_000011.CDS.3001114.3057367.rev","Protein","cysteine--tRNA ligase, cytoplasmic isoform c","Primates",9606,"9606.33","Homo sapiens",,"CARS","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2800729;imex:IM-13779-446",
"RefSeq.177416.18.NC_006570.CDS.1764306.1765940.fwd","Protein","chaperonin GroEL","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT1696","groEL","RefSeq.9606.33.NC_000009.CDS.110366539.110579543.rev","Protein","sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1 precursor","Primates",9606,"9606.33","Homo sapiens",,"SVEP1","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2798121;imex:IM-13779-187",
"RefSeq.177416.18.NC_006570.CDS.319466.319843.fwd","Protein","MutT/nudix family protein","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT0305",,"RefSeq.9606.33.NC_000002.CDS.70809097.70820523.rev","Protein","C-type lectin domain family 4 member F isoform X3","Primates",9606,"9606.33","Homo sapiens",,"CLEC4F","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2807914;imex:IM-13779-1202",
"RefSeq.177416.18.NC_006570.CDS.748995.750029.rev","Protein","glycerophosphoryl diester phosphodiesterase family protein","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT0726c",,"RefSeq.9606.33.NC_000006.CDS.166929588.166956182.rev","Protein","ribonuclease T2 precursor","Primates",9606,"9606.33","Homo sapiens",,"RNASET2","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2801667;imex:IM-13779-546",
"RefSeq.177416.18.NC_006570.CDS.894174.895823.fwd","Protein","DNA repair protein recN","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT0886",,"RefSeq.9606.33.NC_000002.CDS.25379319.25652660.rev","Protein","dystrobrevin beta isoform X2","Primates",9606,"9606.33","Homo sapiens",,"DTNB","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2797417;imex:IM-13779-126",
"fig|177416.18.peg.211","Protein","Peptide chain release factor 2 @ programmed frameshift-containing","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT0191","prfB","RefSeq.9606.33.NC_000013.CDS.46553397.46750650.fwd","Protein","leucine-rich repeat and calponin homology domain-containing protein 1 isoform 3","Primates",9606,"9606.33","Homo sapiens",,"LRCH1","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2797332;imex:IM-13779-114",
"RefSeq.177416.18.NC_006570.CDS.413780.414856.fwd","Protein","glycine cleavage system aminomethyltransferase T","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT0407","gcvT","RefSeq.9606.33.NC_000020.CDS.34393812.34507794.fwd","Protein","E3 ubiquitin-protein ligase Itchy homolog isoform 2","Primates",9606,"9606.33","Homo sapiens",,"ITCH","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2805742;imex:IM-13779-950",
"RefSeq.177416.18.NC_006570.CDS.1653624.1654763.fwd","Protein","lipoprotein","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT1591",,"RefSeq.9606.33.NC_000001.CDS.78025024.78135743.fwd","Protein","PDZ domain-containing protein GIPC2 isoform X1","Primates",9606,"9606.33","Homo sapiens",,"GIPC2","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2806596;imex:IM-13779-1048",
"fig|177416.18.peg.160","Protein","DNA-directed RNA polymerase beta subunit (EC 2.7.7.6)","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT0144","rpoB","RefSeq.9606.33.NC_000012.CDS.9595274.9607839.rev","Protein","killer cell lectin-like receptor subfamily B member 1","Primates",9606,"9606.33","Homo sapiens",,"KLRB1","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2805470;imex:IM-13779-918",
"fig|177416.18.peg.23","Protein","Aspartyl-tRNA(Asn) amidotransferase subunit A (EC 6.3.5.6) @ Glutamyl-tRNA(Gln) amidotransferase subunit A (EC 6.3.5.7)","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT0020","gatA","RefSeq.9606.33.NC_000003.CDS.129440331.129520265.fwd","Protein","intraflagellar transport protein 122 homolog isoform 4","Primates",9606,"9606.33","Homo sapiens",,"IFT122","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2806001;imex:IM-13779-981",
"RefSeq.177416.18.NC_006570.CDS.1340478.1342100.rev","Protein","glucose-6-phosphate isomerase","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT1315c","pgi","RefSeq.9606.33.NC_000017.CDS.67078252.67218804.rev","Protein","probable helicase with zinc finger domain isoform X1","Primates",9606,"9606.33","Homo sapiens",,"HELZ","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2806334;imex:IM-13779-1018",
"RefSeq.177416.18.NC_006570.CDS.1730263.1733547.fwd","Protein","carbamoyl phosphate synthase large subunit","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT1664","carB","RefSeq.9606.33.NC_000017.CDS.47650245.47682404.fwd","Protein","importin subunit beta-1 isoform 1","Primates",9606,"9606.33","Homo sapiens",,"KPNB1","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2805872;imex:IM-13779-965",
"RefSeq.177416.18.NC_006570.CDS.902373.904685.fwd","Protein","fusion protein PurC/PurD","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT0894","purCD","RefSeq.9606.33.NC_000016.CDS.67529823.67546463.fwd","Protein","protein FAM65A isoform 3","Primates",9606,"9606.33","Homo sapiens",,"FAM65A","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2806938;imex:IM-13779-1085",
"RefSeq.177416.18.NC_006570.CDS.317489.318646.rev","Protein","L-lactate dehydrogenase","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT0303c","lldD","RefSeq.9606.33.NC_000013.CDS.72783470.73015919.fwd","Protein","progesterone-induced-blocking factor 1","Primates",9606,"9606.33","Homo sapiens",,"PIBF1","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2798469;imex:IM-13779-216",
"RefSeq.177416.18.NC_006570.CDS.371289.372470.rev","Protein","FolC bifunctional protein","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT0371c","folC","RefSeq.9606.33.NC_000018.CDS.11851512.11852111.fwd","Protein","charged multivesicular body protein 1b","Primates",9606,"9606.33","Homo sapiens",,"CHMP1B","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2808040;imex:IM-13779-1214",
"fig|177416.18.peg.153","Protein","Translation elongation factor Tu","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT0137","tufA","RefSeq.9606.33.NC_000016.CDS.30185210.30188964.fwd","Protein","coronin-1A isoform X1","Primates",9606,"9606.33","Homo sapiens",,"CORO1A","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2807718;imex:IM-13779-1177",
"RefSeq.177416.18.NC_006570.CDS.1168800.1170584.rev","Protein","Type IV pilin multimeric outer membrane protein","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT1156c","pilQ","RefSeq.9606.33.NC_000017.CDS.5000247.5024151.fwd","Protein","kinesin-like protein KIF1C isoform X1","Primates",9606,"9606.33","Homo sapiens",,"KIF1C","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2805495;imex:IM-13779-924",
"RefSeq.177416.18.NC_006570.CDS.264050.266698.fwd","Protein","pyruvate phosphate dikinase","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT0250","ppdK","RefSeq.9606.33.NC_000013.CDS.113820864.113863920.rev","Protein","growth arrest-specific protein 6 precursor","Primates",9606,"9606.33","Homo sapiens",,"GAS6","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2802817;imex:IM-13779-646",
"RefSeq.177416.18.NC_006570.CDS.902373.904685.fwd","Protein","fusion protein PurC/PurD","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT0894","purCD","RefSeq.9606.33.NC_000019.CDS.17352362.17377288.rev","Protein","plasmalemma vesicle-associated protein","Primates",9606,"9606.33","Homo sapiens",,"PLVAP","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2803569;imex:IM-13779-715",
"RefSeq.177416.18.NC_006570.CDS.894174.895823.fwd","Protein","DNA repair protein recN","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT0886",,"RefSeq.9606.33.NC_000004.CDS.102510933.102616594.fwd","Protein","nuclear factor NF-kappa-B p105 subunit isoform X2","Primates",9606,"9606.33","Homo sapiens",,"NFKB1","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2798617;imex:IM-13779-234",
"RefSeq.177416.18.NC_006570.CDS.658005.659660.fwd","Protein","dihydroxy-acid dehydratase","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT0640","ilvD","RefSeq.9606.33.NC_000007.CDS.112206717.112342729.fwd","Protein","zinc finger protein 277","Primates",9606,"9606.33","Homo sapiens",,"ZNF277","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2799519;imex:IM-13779-317",
"fig|177416.18.peg.161","Protein","DNA-directed RNA polymerase beta' subunit (EC 2.7.7.6)","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT0145","rpoC","RefSeq.9606.33.NC_000005.CDS.126777509.126836264.fwd","Protein","lamin-B1 isoform 1","Primates",9606,"9606.33","Homo sapiens",,"LMNB1","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2797339;imex:IM-13779-119",
"RefSeq.177416.18.NC_006570.CDS.594822.596195.fwd","Protein","L-serine dehydratase 1","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT0577","sdaA","RefSeq.9606.33.NC_000005.CDS.171387949.171410565.fwd","Protein","nucleophosmin isoform 2","Primates",9606,"9606.33","Homo sapiens",,"NPM1","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2804242;imex:IM-13779-787",
"fig|177416.18.peg.24","Protein","Aspartyl-tRNA(Asn) amidotransferase subunit B (EC 6.3.5.6) @ Glutamyl-tRNA(Gln) amidotransferase subunit B (EC 6.3.5.7)","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT0021","gatB","RefSeq.9606.33.NC_000012.CDS.57096572.57108278.rev","Protein","signal transducer and activator of transcription 6 isoform X2","Primates",9606,"9606.33","Homo sapiens",,"STAT6","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2797802;imex:IM-13779-160",
"RefSeq.177416.18.NC_006570.CDS.1463095.1464792.fwd","Protein","prolyl-tRNA synthetase","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT1412","proS","RefSeq.9606.33.NC_000011.CDS.34439014.34471433.fwd","Protein","catalase","Primates",9606,"9606.33","Homo sapiens",,"CAT","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2808356;imex:IM-13779-1246",
"RefSeq.177416.18.NC_006570.CDS.1038723.1040057.fwd","Protein","D-alanyl-D-alanine carboxypeptidase (penicillin binding protein) family protein","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT1029","dacD","RefSeq.9606.33.NC_000019.CDS.57701635.57708971.rev","Protein","zinc finger protein 154","Primates",9606,"9606.33","Homo sapiens",,"ZNF154","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2809350;imex:IM-13779-1354",
"RefSeq.177416.18.NC_006570.CDS.727628.728998.fwd","Protein","phosphopyruvate hydratase","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT0709","eno","RefSeq.9606.33.NC_000011.CDS.58527454.58578046.rev","Protein","leupaxin isoform 1","Primates",9606,"9606.33","Homo sapiens",,"LPXN","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2805204;imex:IM-13779-893",
"RefSeq.177416.18.NC_006570.CDS.741201.743426.rev","Protein","peroxidase/catalase","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT0721c","katG","RefSeq.9606.33.NC_000001.CDS.22078479.22091517.fwd","Protein","cell division control protein 42 homolog isoform 1 precursor","Primates",9606,"9606.33","Homo sapiens",,"CDC42","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2808150;imex:IM-13779-1227",
"RefSeq.177416.18.NC_006570.CDS.675747.676283.fwd","Protein","Holliday junction resolvase","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT0656","ruvC","RefSeq.9606.33.NC_000012.CDS.76048429.76074255.rev","Protein","nucleosome assembly protein 1-like 1 isoform X2","Primates",9606,"9606.33","Homo sapiens",,"NAP1L1","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2804311;imex:IM-13779-790",
"RefSeq.177416.18.NC_006570.CDS.1841688.1843784.fwd","Protein","phosphate acetyltransferase","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT1754","pta","RefSeq.9606.33.NC_000015.CDS.84782676.84802393.fwd","Protein","zinc finger protein 592 isoform X1","Primates",9606,"9606.33","Homo sapiens",,"ZNF592","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2796842;imex:IM-13779-72",
"RefSeq.177416.18.NC_006570.CDS.894174.895823.fwd","Protein","DNA repair protein recN","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT0886",,"RefSeq.9606.33.NC_000016.CDS.11679195.11742730.rev","Protein","thioredoxin domain-containing protein 11 isoform X1","Primates",9606,"9606.33","Homo sapiens",,"TXNDC11","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2800025;imex:IM-13779-368",
"RefSeq.177416.18.NC_006570.CDS.741201.743426.rev","Protein","peroxidase/catalase","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT0721c","katG","RefSeq.9606.33.NC_000003.CDS.14145941.14178568.rev","Protein","DNA repair protein complementing XP-C cells","Primates",9606,"9606.33","Homo sapiens",,"XPC","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2799732;imex:IM-13779-336",
"RefSeq.177416.18.NC_006570.CDS.727628.728998.fwd","Protein","phosphopyruvate hydratase","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT0709","eno","RefSeq.9606.33.NC_000001.CDS.206905019.206921854.rev","Protein","fas apoptotic inhibitory molecule 3 isoform a precursor","Primates",9606,"9606.33","Homo sapiens",,"FAIM3","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2809267;imex:IM-13779-1350",
"RefSeq.177416.18.NC_006570.CDS.553229.554461.rev","Protein","bifunctional gluaredoxin/ribonucleoside-diphosphate reductase subunit beta","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT0532c","nrdB","RefSeq.9606.33.NC_000010.CDS.14878889.14902512.fwd","Protein","histone-lysine N-methyltransferase SUV39H2 isoform 3","Primates",9606,"9606.33","Homo sapiens",,"SUV39H2","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2800736;imex:IM-13779-444",
"RefSeq.177416.18.NC_006570.CDS.907390.909411.rev","Protein","oligopeptidase A","Bacteria",177416,"177416.18","Francisella tularensis subsp. tularensis SCHU S4","FTT0899c","prlC","RefSeq.9606.33.NC_000016.CDS.89268478.89317019.rev","Protein","ankyrin repeat domain-containing protein 11 isoform X1","Primates",9606,"9606.33","Homo sapiens",,"ANKRD11","HPI","physical association","two hybrid pooling approach","experimental","20711500;13779","intact","intact:EBI-2808995;imex:IM-13779-1323",
